报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),35287,42965,40013,41485,16858,55377,18203,5086,16718,19625,30241,36822,53600,41948,18877,20141,20503,30413,28503,34809,49109,25449,41102,55310,43153,11097,9340,6058,3847,212,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),278,293,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),1221,5087,2515,2411,1933,2768,1683,2157,256,2222,345,250,651,847,660,4157,3183,5224,3094,4154,3322,3753,3456,3588,5872,5751,3518,2134,1368,55,
应收账款(万元),41751,48009,44313,46260,24916,25149,27410,27517,30518,27994,36312,41433,33019,26930,27700,25857,21410,19474,21252,19159,17257,12347,12057,7777,8442,6934,6246,5995,4215,2147,
预付款项(万元),1311,2790,4620,4338,106406,512,1141,1481,1862,362,2762,2101,3304,2949,9929,9157,12086,9254,18561,17877,17040,19368,6328,4560,2043,1293,697,359,314,686,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),6,3,5,2,149,97,44,25,79,93,151,295,352,179,90,16,48,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5385,3735,2286,869,1740,5377,5498,567,1027,689,1055,1491,2779,2057,1005,989,849,671,892,827,845,401,432,226,177,134,126,179,107,1728,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),58463,51826,132744,119166,8107,7838,7719,5943,5425,6282,6081,6038,7144,9382,10648,8783,8339,5998,6224,6384,5256,7224,4867,4980,4293,4654,4072,3952,5463,3933,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),16,25,33,33,34,34,34,3127,71305,71300,16395,16395,16395,26395,47116,47116,53237,47116,35475,35475,38374,25818,--,--,--,--,--,--,--,--,
其他流动资产(万元),3495,1822,1845,1484,730,1026,1613,1431,1437,1835,442,--,444,1614,6,10,81,254,--,--,61,216,24,24,44,58,37,14,14,1,
流动资产合计(万元),147314,156554,228374,216047,160873,98177,63344,47335,128626,130402,93786,104825,117687,112301,116031,116227,119735,118404,114002,118685,131265,94576,68266,76466,64023,29921,24034,18691,15327,8762,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,1748,26736,26736,26736,83005,83005,82567,82348,56327,50356,37985,37985,26869,21217,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),518,484,420,333,325,326,399,327,316,321,317,320,317,318,315,315,307,315,314,309,304,307,308,309,309,302,182,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,42441,--,43893,--,19084,--,18900,--,18713,--,18117,--,10803,--,8512,--,8112,--,3512,--,3482,--,3481,--,3431,3420,3370,--,--,
累计折旧(万元),--,14651,--,17686,--,3812,--,3256,--,2652,--,2141,--,1832,--,1578,--,1400,--,1182,--,1119,--,1020,--,903,784,665,--,--,
固定资产净值(万元),--,27790,--,26208,--,15272,--,15644,--,16061,--,15976,--,8971,--,6933,--,6712,--,2330,--,2363,--,2460,--,2528,2636,2705,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),27396,27790,25916,26208,15001,15272,15554,15644,15797,16061,15937,15976,15908,8971,6831,6933,6818,6712,6226,2330,2357,2363,2408,2460,2512,2528,2636,2705,2842,1708,
在建工程(万元),--,--,--,--,--,--,97,279,279,279,389,182,--,6511,4594,1495,1078,1137,974,4391,3694,3384,21975,122,12,7,--,--,--,61,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,
