报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),626068,551943,481957,377793,328900,298142,172548,208993,142002,144370,164843,211135,149125,121877,228271,222457,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),500756,459896,626053,705614,569985,464467,380530,288051,412470,324409,220111,206461,294415,286398,152500,148355,
应收账款(万元),42254,38490,37325,39304,40736,41862,34795,18514,25361,20699,18846,19938,13802,10350,13001,25359,
预付款项(万元),45992,39634,23496,25657,44129,14878,14634,8625,13966,11748,17084,15558,25096,26499,18833,46637,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),24216,11348,3083,2441,981,1613,412,1181,1150,830,1170,1084,1635,1075,4149,1582,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),187603,123671,165324,109147,86411,81288,71824,91098,79701,81299,60111,69200,59734,89458,76508,72079,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),18023,19614,16232,11326,3373,6084,5146,8343,11440,4195,--,8973,--,--,--,--,
流动资产合计(万元),1444913,1244597,1353470,1271283,1074515,908334,679888,624807,686092,587551,482165,532349,543808,535656,493263,516470,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),6467,6467,6467,6467,6467,6467,6467,6317,6317,6317,6317,--,--,6317,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),175438,190800,189668,134932,71436,40108,10821,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),17500,17389,17256,17087,16835,16707,8234,--,--,--,--,6317,6317,--,6317,6399,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,529811,--,524373,--,509864,497720,--,--,449948,--,--,--,420540,361473,--,
累计折旧(万元),--,235333,--,215242,--,192037,171767,--,--,132575,--,--,--,95815,60527,--,
固定资产净值(万元),--,294478,--,309131,--,317826,325953,--,--,317374,--,--,--,324724,300945,--,
固定资产减值准备(万元),--,2175,--,403,--,284,284,--,--,295,--,--,--,299,279,--,
固定资产(万元),285681,292303,301796,308728,312368,317543,325669,301459,304564,317079,303232,310732,314285,324425,300667,182689,
在建工程(万元),93333,86230,80557,67609,68605,64912,58077,56919,45690,30049,23522,18859,34852,34025,48983,102162,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),111162,120787,123457,126248,123009,125850,127780,136469,129664,139138,123191,124750,106098,101936,75909,62386,
开发支出(万元),39276,35007,30575,25073,27157,19247,12627,8761,6288,5030,10767,7003,7967,7628,5204,2295,
商誉(万元),--,--,27,27,27,27,27,27,27,27,27,27,197,197,238,1448,
长期待摊费用(万元),5309,5361,3638,2105,1141,491,262,438,385,636,740,780,464,422,427,412,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
