报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),27724,26623,28242,24550,24471,27654,37490,36221,36980,35608,37976,13698,13905,13809,13918,10966,8401,5592,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,20,--,--,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),934,1665,951,961,654,933,504,787,888,971,654,739,570,901,626,647,602,1045,
预付款项(万元),2343,1997,815,1707,2080,3241,2072,2406,1648,2367,1045,873,1105,438,599,1181,612,1609,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),64,105,58,70,81,62,168,202,171,176,148,665,612,515,476,421,361,617,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),4187,3515,3745,4167,4295,4372,4641,5382,5738,5231,5042,4565,3737,3433,3796,4366,3765,4427,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),17551,18518,18791,18098,17045,16583,8060,5242,3425,5094,5128,--,--,--,--,--,--,--,
流动资产合计(万元),52802,52423,52602,49553,48626,52865,52934,50241,48850,49446,49992,20541,19929,19096,19415,17580,13742,13290,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1000,1000,1000,1000,1000,784,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,216,--,--,--,--,--,--,--,--,--,--,--,1000,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),14653,--,14418,--,10998,--,10987,--,10958,--,10863,10860,10847,10780,10776,--,--,--,
累计折旧(万元),7803,--,7419,--,7084,--,6736,--,6381,--,6048,5875,5699,5521,5337,--,--,--,
固定资产净值(万元),6850,--,6999,--,3913,--,4251,--,4576,--,4814,4985,5148,5258,5439,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6850,6825,6999,3785,3913,4085,4251,4425,4576,4650,4814,4985,5148,5258,5439,6154,6552,6389,
在建工程(万元),8428,8326,8218,11581,11392,10590,10589,10522,10480,9129,8984,7641,6468,4267,4229,2834,3035,272,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
