报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,
货币资金(万元),9249,7388,8642,7667,14279,11148,11500,67964,12983,13220,24821,22279,8237,6831,7950,18329,4057,11008,14185,13617,12514,12740,15420,13462,15472,17527,20577,23103,26584,29207,34291,37216,7140,7101,11369,14722,15667,9035,3352,3485,5823,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
应收票据(万元),--,1029,1539,438,928,1377,911,595,753,254,231,30,--,--,50,20,3312,2059,2479,3090,1670,1155,940,2979,1395,653,948,1406,593,542,453,774,487,909,267,100,528,532,64,0,375,
应收账款(万元),--,373980,359594,398478,508130,504477,422668,469997,465585,396392,308226,314592,322507,255279,213480,193904,16756,15954,14635,15701,15598,15192,14153,13930,15123,13070,12267,12526,13028,12525,12230,10953,9573,8636,8308,8675,8245,7728,6139,6190,5356,
预付款项(万元),33602,17225,35669,15451,26020,29247,27489,5276,3069,1995,10394,6055,7360,6965,6947,3588,7809,3779,4190,3524,9716,10300,7968,8272,10778,9189,10000,7293,1447,1439,300,332,755,215,667,1358,1358,465,3985,4891,4823,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,68,92,295,321,318,268,223,143,133,58,12,216,70,107,--,0,1,30,0,0,--,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,0,0,--,
