报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),10478,9671,13277,17592,15308,12872,10925,10423,5839,17148,11946,13193,9258,10084,17026,18802,10910,14175,12351,11092,12180,17926,18761,27038,21140,26440,26013,31927,31855,35951,37721,37686,41839,37281,42917,44563,37842,45983,49158,52285,69871,6011,5258,7928,4502,11767,7827,14301,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,200,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收票据(万元),--,560,560,560,28,105,1020,1050,--,--,2638,2038,10646,12035,12677,3087,3139,6956,9689,15215,4740,4430,4296,10637,317,460,247,655,259,195,50,68,--,0,10,10,4,30,43,5313,--,38,30,0,210,310,467,445,
应收账款(万元),--,17208,18198,18086,28824,36815,44078,41202,61757,68879,61035,57039,54224,54679,54050,52668,54719,50928,49107,47754,54933,58192,56963,59901,52013,50298,53366,47556,49277,52400,39234,44309,36116,40757,44411,45076,33450,35556,32980,33411,41467,40639,37588,32289,34189,35225,27278,29985,
预付款项(万元),1559,1598,1712,1781,19360,16665,10793,13137,11349,11889,14034,13325,13562,12329,13047,20584,36107,27970,28897,15966,14263,17368,21168,11622,25747,13142,16723,16146,10364,16546,18916,17980,12473,10119,18433,12621,8011,8433,7686,8689,3091,3667,2749,2708,5945,4698,4927,4323,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
应收股利(万元),--,1125,6,6,511,511,6,6,6,6,6,6,--,--,--,--,--,--,--,--,--,--,--,172,294,316,316,316,316,316,316,316,166,194,166,166,166,166,112,112,22,22,22,22,22,22,22,22,
其他应收款(万元),5759,6625,6677,6548,5657,5586,6160,6074,9025,9604,9325,9587,4156,4417,4560,3351,2199,2135,1858,2121,2219,2717,2602,2577,1619,1837,1675,1759,2358,2960,2171,2229,2565,4592,4809,4188,3816,3497,3780,3760,3930,2900,3550,3083,8071,7885,23548,22788,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
存货(万元),4681,4350,5149,5003,30056,26427,23434,20042,42439,42861,39616,38947,56434,56263,55477,52424,49721,43842,45365,42999,36602,33270,35145,31188,45910,39118,39733,39244,35047,36762,35162,29845,37811,39728,29934,29892,38547,35453,33057,29349,37986,36735,32425,32654,58321,55401,57171,55523,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
一年内到期的非流动资产(万元),--,--,--,--,63611,63611,63611,63611,32496,32496,33196,34958,11827,11827,11827,12389,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
其他流动资产(万元),1602,1076,1064,335,1126,1090,1346,1508,1853,1064,224,484,220,442,771,1094,--,--,--,5500,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
流动资产合计(万元),39560,42213,46642,49911,164482,163682,161374,157053,164763,183946,172019,169575,160326,162076,169435,164400,156796,146006,147267,140646,124938,133903,138935,143135,147041,131610,138072,137804,129477,145130,133570,132434,130971,132672,140681,136516,121836,129118,126816,132919,156367,90011,81621,78684,111260,115307,121240,127388,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,--,0,
可供出售金融资产(万元),17811,17811,17811,17811,2799,2799,2799,2799,4539,4539,4539,4539,4539,4225,4225,4225,4225,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,231,168,144,88,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
长期应收款(万元),43725,43725,43725,43725,11038,11038,11038,11038,42533,42290,42290,42290,55519,55719,46319,46319,33733,34225,29577,30027,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,0,0,0,--,0,0,0,
长期股权投资(万元),68037,67491,68227,67724,67665,67686,68245,67948,68122,67921,68037,67830,67678,68161,67488,67296,67020,71338,71305,69805,69962,70528,73182,73270,73124,73027,73598,73600,69717,68898,69089,68250,68515,68388,68347,68318,61874,53885,53323,52836,52945,50034,50208,50150,10708,10853,11133,11088,
