报告日期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),5135,6934,8430,5213,5196,6983,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),8464,5413,3630,540,675,2815,
应收账款(万元),9949,14174,9598,12150,10166,8267,
预付款项(万元),3443,2378,1307,921,1061,837,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),24,25,22,21,36,20,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),775,1295,1844,1789,1093,283,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),16562,12526,15405,14837,14910,12708,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),112,--,--,--,24,--,
其他流动资产(万元),1,--,15,64,178,--,
流动资产合计(万元),44465,42745,40250,35536,33337,31913,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),63467,63771,--,--,--,--,
累计折旧(万元),23324,21317,--,--,--,--,
固定资产净值(万元),40143,42454,--,--,--,--,
固定资产减值准备(万元),106,106,--,--,--,--,
固定资产(万元),40037,42348,44747,41948,29301,26412,
在建工程(万元),3902,3474,3007,5865,11102,5807,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,15,15,24,24,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),5795,5802,5620,5681,4256,4339,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),511,520,398,411,330,286,
其他非流动资产(万元),1162,718,68,--,257,--,
非流动资产合计(万元),51407,52861,53855,53919,45270,36869,
资产总计(万元),95872,95607,94105,89455,78607,68782,
短期借款(万元),12389,12637,13806,9695,6986,12750,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),7338,6682,8069,6342,7316,6285,
应付账款(万元),10811,11597,11560,13527,10089,9045,
预收账款(万元),217,207,322,197,171,219,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2520,2872,2109,2089,1851,1614,
应交税费(万元),739,2144,824,1260,1174,1327,
应付利息(万元),7,4,4,6,8,19,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),164,116,92,179,230,184,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),2859,5965,8156,6421,3727,1980,
其他流动负债(万元),86,96,105,105,164,179,
流动负债合计(万元),37130,42319,45045,39821,31715,33601,
长期借款(万元),--,--,--,2518,2941,1098,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),2135,777,1372,3584,4346,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),725,923,1028,1221,589,469,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),2860,1701,2399,7323,7876,1568,
负债合计(万元),39991,44019,47445,47143,39592,35169,
实收资本(或股本)(万元),12000,12000,12000,12000,12000,12000,
资本公积(万元),16504,16504,16504,16504,16504,16504,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1511,1511,886,886,487,273,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),25866,21572,17270,12921,10024,4835,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),55882,51588,46660,42312,39015,33613,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),55882,51588,46660,42312,39015,33613,
负债和所有者权益(或股东权益)总计(万元),95872,95607,94105,89455,78607,68782,		
  
