报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),63028,43694,43726,119745,52697,19590,20460,42948,55592,57475,45958,34763,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),20,--,--,--,--,--,10,10,--,251,100,--,
应收账款(万元),65055,68082,68194,71338,85773,83393,73642,59228,45891,41614,27579,21731,
预付款项(万元),8780,4627,4762,2616,4599,4523,2517,2193,2057,2848,2507,4939,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),32840,20372,23646,18378,45298,26771,27286,26005,22948,19132,13571,11235,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),125846,138110,120737,104884,128702,110754,64878,61832,52061,36312,34213,34800,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,5061,4845,23032,--,--,--,--,
其他流动资产(万元),9741,9422,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),305310,284307,261065,316961,317069,250092,193637,215249,178548,157631,123928,107469,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),3600,3600,3600,3600,3600,3600,600,600,600,600,600,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),11912,12262,12262,12262,14762,15762,16774,16774,45182,27267,--,--,
长期股权投资(万元),8772,8667,8661,8667,8672,8671,8665,8670,8707,8763,8745,655,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,47155,--,30578,--,--,29789,29727,28981,--,--,--,
累计折旧(万元),--,18011,--,16816,--,--,15259,14700,12486,--,--,--,
固定资产净值(万元),--,29144,--,13763,--,--,14530,15027,16495,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),29424,29144,29600,13763,13704,14110,14530,15027,16495,15075,12905,13249,
在建工程(万元),2230,2555,1060,1018,879,--,--,--,--,--,1103,995,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,2,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),2853,2884,2913,1558,1577,1541,1568,1559,1592,1525,552,500,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),37,37,37,37,37,37,37,37,37,37,37,37,
长期待摊费用(万元),1184,1235,1442,1551,1005,862,964,1138,2093,1989,783,336,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1129,1002,1041,1032,1201,1065,1331,1213,1023,871,1182,561,
其他非流动资产(万元),139,139,1000,843,--,--,--,--,--,--,--,--,
非流动资产合计(万元),61279,61524,61617,44332,45437,45648,44469,45018,75730,56127,25907,16333,
资产总计(万元),366589,345831,322682,361293,362506,295741,238106,260267,254278,213759,149835,123802,
短期借款(万元),78200,64000,66300,65600,77300,82800,70000,58000,47000,42200,22300,10800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),12325,9224,14881,10819,5286,12468,13382,8097,6935,3925,300,--,
应付账款(万元),87519,103306,86864,126433,121050,94266,52971,89714,80729,66617,49701,39694,
预收账款(万元),12406,15380,17625,17657,20679,24419,23303,21859,46531,39487,19857,19829,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1234,1427,1443,1941,1876,2160,1098,2230,2219,2115,1416,732,
应交税费(万元),1895,1066,308,2388,3479,3474,4694,5068,4067,4008,3022,2342,
应付利息(万元),118,126,111,114,133,19,97,109,33,61,--,--,
应付股利(万元),--,1400,--,--,--,--,--,--,--,--,90,90,
