报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),95999,90639,94139,63300,67731,85356,65282,76801,39189,28682,51582,68951,56973,59470,71141,141168,33313,39592,45259,35169,34844,38812,49239,23081,50035,47191,32627,45823,54726,60074,52093,54515,37236,32142,36425,42305,34250,30203,21358,33845,29552,39932,27491,40298,16542,23072,28602,18580,16216,15487,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),1848,1690,1350,1008,851,3422,19840,15440,18364,19585,20011,17388,18475,24465,20742,16435,27069,46101,30430,27419,25348,27610,24817,23079,25925,27864,27524,22113,25133,31123,27466,21089,20841,19400,15955,9077,8385,10100,5388,5732,5125,8390,7014,6201,4645,7514,3066,12313,6678,10195,
应收账款(万元),23436,18009,21431,19198,20014,9486,80584,71905,57231,56834,44860,70527,60057,68564,45642,54975,42726,31110,37753,42463,32066,31790,42526,38498,33083,65562,22487,38520,37054,46486,41089,58617,52933,56200,34104,32722,24757,17982,20032,18506,22451,17115,21765,29718,26887,21013,24160,18624,23939,12428,
预付款项(万元),1391,678,3021,1093,1035,1246,25250,14444,7038,3189,28854,28062,30231,25399,21791,22149,36163,16302,17087,24619,33898,18620,13415,14068,13589,13032,11567,15376,10051,7626,10515,17668,14534,8250,8992,6057,3964,2578,4227,3227,3224,3964,8196,6830,10288,7467,7389,10085,9641,10127,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
