报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),229867,303369,421645,489976,658118,365148,262778,324742,239675,202673,297369,253944,170846,156158,184421,110287,133842,145425,168523,179164,150169,106195,110047,209523,47201,38025,29411,35573,21737,18375,35839,16448,12183,10367,14524,19289,35229,38957,41675,35686,43801,12873,9155,7237,4977,4994,3345,8037,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
交易性金融资产(万元),700,--,--,--,--,0,--,220,190,132,185,146,457,72,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收票据(万元),3274,904,974,1301,1003,752,370,836,629,197,515,776,514,653,793,295,174,1195,564,235,264,106,236,90,225,2460,4000,83,1858,50,--,--,30,0,--,80,--,0,--,48,--,--,--,--,0,0,--,0,
应收账款(万元),622815,557318,458367,386047,381526,313097,322664,274513,326769,278710,277012,244057,322595,297700,278869,274108,277001,264792,229918,199495,192370,190346,185797,161459,143083,149383,119443,114208,112429,100303,73865,73236,83430,77960,61518,51416,50831,47574,42161,37255,35956,33896,25341,20874,22520,17273,18807,13462,
预付款项(万元),100171,95057,62591,45681,52534,69603,68026,58974,66443,49868,40555,32095,43177,31577,31119,30188,52318,62327,55928,42078,22496,19874,18739,18597,18662,14101,17050,9825,14956,13056,13510,4253,12181,12053,12224,10785,16571,21396,17286,19885,33341,17169,9877,8657,10467,9123,5073,9166,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
