报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),25760,28343,5679,5234,2105,1375,908,1440,1508,
结算备付金(万元),--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,0,--,--,--,--,--,--,--,
衍生金融资产(万元),--,0,--,--,--,--,--,--,--,
应收票据(万元),14280,10432,9779,11095,9458,11882,8407,7857,6105,
应收账款(万元),11514,10317,9954,7792,10531,6998,6046,4719,3320,
预付款项(万元),401,99,51,130,128,84,87,324,544,
应收保费(万元),--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,0,--,--,--,--,--,--,--,
应收利息(万元),--,0,--,--,--,--,--,--,--,
应收股利(万元),--,0,--,--,--,--,--,--,--,
其他应收款(万元),50,93,291,1011,209,160,5,176,142,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,0,--,--,--,--,--,--,--,
存货(万元),5746,4134,4288,5392,4139,4868,4752,5502,3370,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,0,--,--,--,--,--,--,--,
其他流动资产(万元),--,0,--,--,--,--,13,39,15,
流动资产合计(万元),57750,53418,30043,30655,26570,25368,20218,20058,15003,
发放贷款及垫款(万元),--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,0,--,--,1000,1000,1000,--,--,
持有至到期投资(万元),--,0,--,--,--,--,--,--,--,
长期应收款(万元),--,0,--,--,--,--,--,--,--,
长期股权投资(万元),--,0,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),1478,1499,1521,1542,1585,1628,1714,2885,1153,
固定资产原值(万元),--,13485,--,13321,--,12902,9200,--,--,
累计折旧(万元),--,5454,--,4994,--,4441,3657,--,--,
固定资产净值(万元),--,8031,--,8327,--,8462,5543,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),9921,8031,8187,8327,8215,8462,5543,5693,3373,
在建工程(万元),23,23,23,18,27,49,2886,1577,16,
工程物资(万元),--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,0,--,--,--,--,--,--,--,
无形资产(万元),1012,1018,1019,1026,1041,1054,1081,1108,463,
开发支出(万元),--,0,--,--,--,--,--,--,--,
商誉(万元),2647,467,467,467,467,467,467,467,--,
长期待摊费用(万元),41,7,8,9,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),96,94,56,75,93,65,58,48,29,
其他非流动资产(万元),--,2040,--,--,--,--,--,--,--,
非流动资产合计(万元),15218,13179,11280,11463,12428,12725,12749,11778,5035,
资产总计(万元),72969,66598,41323,42118,38997,38093,32967,31837,20038,
短期借款(万元),--,600,800,1000,2000,2000,3975,4900,2000,
向中央银行借款(万元),--,0,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,0,--,--,--,--,--,--,--,
拆入资金(万元),--,0,--,--,--,--,--,--,--,
交易性金融负债(万元),--,0,--,--,--,--,--,--,--,
衍生金融负债(万元),--,0,--,--,--,--,--,--,--,
应付票据(万元),3431,2530,2505,3047,1809,4051,1576,2105,--,
应付账款(万元),4047,3024,2529,2990,3711,2838,2438,3300,2129,
预收账款(万元),37,4,8,36,18,5,15,12,2,
卖出回购金融资产款(万元),--,0,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,0,--,--,--,--,--,--,--,
应付职工薪酬(万元),945,884,575,1059,642,870,826,675,515,
应交税费(万元),562,424,761,324,591,202,76,381,84,
应付利息(万元),--,0,--,1,2,2,3,4,3,
应付股利(万元),--,0,--,--,--,--,--,483,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),62,160,161,44,31,57,149,632,26,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,0,--,--,--,--,--,--,--,
保险合同准备金(万元),--,0,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,0,--,--,--,--,--,--,--,
代理承销证券款(万元),--,0,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,0,--,--,--,--,--,--,--,
其他流动负债(万元),--,0,--,--,--,--,--,--,--,
流动负债合计(万元),9084,7627,7340,8500,8804,10025,9058,12492,4759,
长期借款(万元),--,--,--,--,--,--,--,--,--,
