报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7809,15896,36215,9275,10131,18139,35709,10259,14679,11796,29428,21722,30342,17029,13705,13092,8197,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),398,1240,2094,305,87,1344,497,622,865,120,177,547,563,227,159,--,30,
应收账款(万元),42581,33832,31588,40511,35957,27428,26071,28091,23411,21613,20574,22085,20586,18500,19180,17603,10451,
预付款项(万元),536,459,139,341,1211,636,502,812,621,947,486,2403,1890,1656,461,2148,646,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1484,1380,1465,1853,2260,2353,1997,3187,2972,3009,2830,2369,2044,2072,1125,1305,1032,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),25930,23237,23863,19064,19838,21262,22597,29510,28911,34125,32650,38078,33399,33667,29744,22320,18356,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),5517,7047,4001,6258,8429,4000,--,3500,3214,11660,8000,4500,--,--,--,--,--,
流动资产合计(万元),84254,83092,99365,77607,77913,75163,87371,75980,74673,83270,94144,91705,88824,73151,64374,56468,38712,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),2870,850,850,350,350,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),393,432,475,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,368,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),16276,--,16181,--,14613,--,14350,--,3018,--,2685,--,1719,1685,1500,--,--,
累计折旧(万元),3406,--,2753,--,2713,--,2153,--,1738,--,1504,--,1317,1227,1058,--,--,
固定资产净值(万元),12869,--,13428,--,11899,--,12197,--,1280,--,1181,--,402,458,442,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),12869,13101,13428,11617,11899,12182,12197,12191,1280,1100,1181,1135,402,458,442,573,691,
在建工程(万元),--,--,--,839,1200,871,15,--,10649,9975,--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
