报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),29723,28074,23808,18675,30528,25488,32434,30442,29441,31568,29604,33434,41673,42235,44737,44917,48845,51359,49966,48501,52746,50242,46192,45424,49231,50279,48514,47953,57209,54049,54514,57231,62808,65272,66300,67622,69230,10141,7979,7346,4510,6896,7181,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,500,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),3679,5376,2778,3686,1740,4540,2231,2449,2585,4825,2966,3103,3156,3860,1231,1630,2694,4924,2682,2660,3385,5375,3121,3287,3664,5218,4045,4210,3742,5202,4671,4289,3117,4041,1888,2510,1249,2794,1400,1302,850,665,0,
应收账款(万元),14349,11972,9619,8421,7899,6021,11899,8815,7978,5141,8310,7879,5843,4883,6882,6289,5871,3445,6264,6046,5131,4010,6929,5959,5764,3167,5840,5557,3878,2947,3851,3293,3459,1935,4006,2926,2662,1209,2412,1629,956,831,939,
预付款项(万元),5815,5298,6992,6412,6214,1544,879,1190,2404,299,1855,216,92,21,15,20,37,3,103,97,100,69,2667,267,3191,1394,1671,1213,1215,1170,7352,6175,5598,3554,2375,1091,40,875,1575,2212,3162,1593,385,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,0,--,46,--,--,--,47,--,2682,2446,2590,2342,2582,1839,1857,1130,1130,583,720,92,870,412,559,86,1009,448,610,191,1390,786,1036,582,1000,417,543,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),--,31,269,100,59,34,56,45,131,29,44,80,26,1,45,51,107,55,34,34,272,1025,51,37,72,10,35,40,18,3,32,35,19,2,29,39,23,19,28,28,25,32,244,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
