报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),84711,127460,114294,115813,119982,112671,94361,69950,77379,73894,26007,20249,15753,20070,16651,9799,8065,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),320,247,315,293,328,354,468,342,--,--,24,--,--,--,--,--,--,
应收账款(万元),37870,40567,36861,35986,36190,33523,30075,31210,27605,23798,13526,15219,15830,11813,6401,7781,5062,
预付款项(万元),2979,4213,1687,1677,2560,865,2478,1215,697,660,1856,1290,518,539,356,207,270,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),166,572,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2722,1128,1136,1102,1279,856,1332,809,1007,462,891,484,666,355,311,364,302,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),754,846,2706,2990,2188,1671,2824,1253,688,595,2197,823,483,477,153,76,--,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),452,663,1017,925,892,545,188,110,73,71,48,36,--,--,--,--,--,
其他流动资产(万元),102,731,2307,2181,461,509,258,27129,239,213,181,113,949,1316,1173,9,--,
流动资产合计(万元),130078,181672,160322,160967,163880,150993,131984,132018,107687,99694,44730,38214,34200,34570,25045,18236,13699,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),17950,15189,10695,10658,10613,9313,5533,3878,2534,2534,2210,500,500,500,500,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),4892,5081,5114,5499,5321,1912,1627,1200,813,831,758,684,553,551,--,--,--,
