报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),55871,38567,36657,87804,44379,83314,37460,31929,44770,13653,24738,113178,139912,111357,153808,186099,184502,181211,216081,299706,298831,334004,304876,337366,107957,90645,52473,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),6472,35962,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3486,3742,6390,4927,4942,2033,1721,3199,4693,1726,2861,7976,4559,7446,4344,5700,1984,5777,425,3819,1867,4032,801,3618,3874,1380,3600,
应收账款(万元),9589,8558,10698,8159,3576,2874,4508,3567,3051,2544,5044,6070,5009,4347,5631,4938,3884,3558,4915,4094,4067,3723,4016,3745,3210,1731,1491,
预付款项(万元),4375,4433,6478,6294,6932,5016,7489,5868,5589,5771,7227,13779,10404,10546,9141,14735,12908,5947,23786,18738,26214,12876,9649,11722,8846,23583,16944,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),215,588,1095,395,607,507,1153,978,1586,1004,1013,1122,7878,7892,8117,5609,5473,5610,7060,6147,3162,1928,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),9155,8513,12245,7087,7001,5205,5514,6012,5780,4055,6171,6817,6675,4937,4261,3966,3724,2067,6948,6922,3541,2765,3628,2799,2555,1231,4739,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),45431,44791,44227,44495,32208,27326,29467,28962,25542,26467,31004,30406,31752,24535,23419,24000,25711,25799,26656,25945,29465,21920,18999,16918,17620,15887,9695,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),13227,15227,19330,19330,24000,17000,3800,4563,6000,21000,25000,25000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),52398,64874,104029,81144,110961,186199,218310,234001,220565,251673,212027,146646,100750,121134,100548,90400,96300,126473,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),200217,225256,241149,259635,234604,329474,309422,319079,317577,327892,315082,350994,306939,292194,309270,335446,334486,356442,285871,365371,367147,381248,341968,376167,144061,134457,88943,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),50779,50411,56653,53443,52674,51487,38403,36356,30308,16758,11234,8734,4110,29110,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26000,5000,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),96636,95996,95793,95083,73957,491,448,475,435,435,466,405,447,447,22752,23302,22752,22752,1100,100,100,100,100,100,100,100,100,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),10052,10193,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,155379,--,143033,--,103939,--,89339,--,89395,--,65078,--,64728,--,57668,--,56719,--,50348,--,47235,--,43810,42369,34136,--,
累计折旧(万元),--,31715,--,29532,--,26137,--,23213,--,21289,--,19313,--,17704,--,15854,--,14084,--,12409,--,10467,--,8877,7077,4168,--,
固定资产净值(万元),--,123664,--,113501,--,77802,--,66126,--,68106,--,45765,--,47024,--,41815,--,42635,--,37938,--,36768,--,34933,35292,29968,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),122074,123664,122414,113501,76402,77802,66320,66126,67143,68106,46587,45765,46355,47024,41379,41815,41913,42635,39449,37938,37877,36768,35129,34933,35292,29968,10680,
在建工程(万元),3076,4020,19775,28647,22795,21516,24879,22479,21910,20175,31179,22011,17415,16220,11588,8426,5045,4551,6424,5573,5101,4375,4215,3514,3270,399,3270,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),50744,51123,50938,51166,20953,21111,21251,21380,21572,21820,21883,22096,25442,25608,25497,20935,19853,19828,19955,17746,17748,17569,17626,17456,17654,9449,13166,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
