报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),10878,17957,11304,16737,20526,24089,18028,14307,18613,26031,18785,19278,8922,11892,6720,12579,10575,3046,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),319,1026,825,707,641,1143,1039,1835,1617,1373,724,1196,742,2489,2301,3048,4670,4634,
应收账款(万元),19542,15603,17970,16035,16090,13330,14515,13198,14389,12273,15443,14933,15935,12612,14084,17757,15340,20527,
预付款项(万元),872,448,713,702,978,660,840,577,595,518,602,732,516,822,719,900,1838,383,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),682,741,802,695,629,263,4896,5429,6408,582,3503,4388,12532,344,37,100,49,101,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),8915,10222,9802,9871,10217,8969,8519,7064,7020,8471,8306,8308,7476,7983,7835,9048,9327,10397,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),1417,1033,866,674,461,430,170,4540,196,247,2632,60,4328,185,257,184,26,52,
流动资产合计(万元),42626,47031,42283,45422,49542,48885,48007,46950,48837,49495,49994,48896,50451,36326,31954,43616,41826,39140,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1052,1052,1000,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,42495,--,42051,--,35832,--,34530,--,34037,--,32030,--,--,30142,33207,--,--,
累计折旧(万元),--,17102,--,18906,--,19036,--,17446,--,16130,--,14995,--,--,13612,16128,--,--,
固定资产净值(万元),--,25393,--,23145,--,16796,--,17084,--,17908,--,17035,--,--,16529,17079,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),24664,25393,24589,23145,23481,16796,17105,17084,17557,17908,17373,17035,16677,16505,16529,17079,15894,15914,
在建工程(万元),48113,43536,23812,18927,9175,7611,4859,3292,2334,1578,957,714,1076,138,146,800,1430,705,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),22239,22425,22615,22724,16906,16650,16766,15391,15254,8862,8915,8943,9009,9069,9046,9226,9470,9690,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),15148,15148,15170,15170,15170,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),269,300,171,207,242,204,230,255,283,312,200,14,18,22,25,66,43,64,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),677,676,364,329,302,301,357,331,322,351,408,397,456,378,321,416,400,18,
