报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),10265,8976,9780,34368,7682,7418,8647,12119,14210,13413,14775,16303,18341,25959,14499,18181,12248,11871,13764,9889,10684,14113,14861,19220,22472,24577,28145,29629,38468,36137,31421,28010,29338,36914,26043,32794,31357,40473,36137,37035,30779,25235,15996,16679,
结算备付金(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
拆出资金(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
应收票据(万元),2159,2849,2462,4007,2429,2635,9856,15724,2657,2879,3019,6523,11565,7308,7746,19362,12621,9150,8789,7419,9905,13721,15246,10403,10796,24032,22838,11591,14249,17401,19053,18649,19486,10584,6664,6386,14113,14556,18714,13478,14101,12200,8446,5213,
应收账款(万元),27285,24130,20523,26555,51165,56150,54238,50206,70675,67758,63462,57307,51518,52608,46513,42165,33157,28773,31084,29689,29255,27867,30180,28495,26468,25051,26691,24983,22946,20774,18703,17760,21707,19694,17146,18571,21396,15259,21410,15603,16446,18653,13785,13478,
预付款项(万元),4381,3217,4674,3115,3415,3075,3516,2493,4351,4384,1659,3532,4181,6344,6650,4987,4876,3779,5364,3817,13724,4685,9674,7970,6658,10838,10489,5334,7491,8161,5105,3988,6391,6490,7067,5095,5255,8264,4639,4144,9672,7106,3538,4340,
应收保费(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
应收分保账款(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
应收分保合同准备金(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,--,0,
其他应收款(万元),3379,3535,4997,1946,1961,1649,1909,1853,897,1979,1610,1803,1990,1367,1465,1265,2064,2285,1411,1368,1181,1152,1763,1423,1594,1688,2486,1662,1877,1780,1877,1983,3164,1939,2439,1579,3774,2637,2187,2143,2520,1734,1875,1454,
