报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),69486,89238,69431,65559,65466,71099,46909,54010,35416,55596,40373,56991,82583,109018,46852,58532,33459,47042,91199,19252,20327,22472,18388,21759,22310,23205,14881,26948,27751,30082,27037,32201,30434,44681,37065,42102,7837,9617,6236,8061,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,34,34,36,0,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),50219,51142,36650,37670,45200,42617,35835,12301,14806,17446,9365,4735,5433,6093,4874,4053,4410,4574,2995,2909,1964,1792,1941,462,755,758,498,570,346,1331,1293,679,303,209,75,138,323,275,219,0,
应收账款(万元),213868,213898,223411,211043,171852,175864,182525,180618,154028,153677,143582,140922,130690,122946,79289,74268,71016,63277,61127,52455,49089,52432,43431,41167,36341,38243,33995,25157,19547,18049,14058,14358,15539,13188,15942,13240,10216,8699,7804,7132,
预付款项(万元),22768,18616,22158,22081,28048,14059,17043,12316,15196,9516,10263,9677,10342,7825,11393,7622,4041,4217,3773,3723,5339,5003,5621,5175,3082,1967,2909,2541,2932,2141,4091,2655,2836,3110,3814,3380,2637,2830,1224,2362,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
