报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),608850,465038,505217,573766,552724,521907,511195,569077,556182,551435,587328,630615,625365,600520,483792,529657,523424,420783,355756,352558,359182,547645,503291,433281,420557,546601,431026,285253,399353,395126,317012,422548,381968,362093,252450,268590,195741,248065,254528,218923,281628,307559,262383,276739,252873,200072,146190,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),3435,4818,4818,3439,3439,3925,3925,3231,3231,4208,4208,6748,6748,4041,4041,2739,2739,2154,2154,1337,1337,1620,1620,1861,1861,1685,1685,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),179406,114073,159158,124481,71756,68183,94822,15240,7942,81298,39374,49703,87680,102928,100391,184335,193934,124707,61393,267025,384037,207482,266451,272840,291377,373627,347244,450229,416964,420021,353799,324309,277612,274047,221020,206932,279456,169816,72522,69622,86505,93306,135494,120183,25282,34729,24006,
应收账款(万元),79036,88598,97279,90732,101753,109581,108037,118529,117867,113660,108632,104641,82551,65705,30085,26428,32224,19890,21556,26110,35030,20428,14705,17768,16685,16737,22068,24505,24301,23677,25335,36556,22018,11509,19270,15552,7866,7760,13341,28587,11260,5263,1038,2491,5719,3631,3350,
预付款项(万元),18763,22302,18220,19101,18327,22943,8176,16690,6416,9340,5089,8783,8230,6489,6729,54549,39521,43067,33374,65217,31179,49216,57456,60263,62739,52442,49312,63209,70519,89438,68955,45500,40138,35654,35271,53361,58247,53652,36566,91589,148961,94546,49747,42759,24918,30022,16455,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
