报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),12962,14073,18819,17367,17717,17096,15975,17314,17204,20375,23243,21363,23640,24967,25775,31726,26476,29932,29228,27427,25121,22356,23270,20866,20601,43,24,8,41,7,13,29,1,27,18,18,3,4,36,
流动资产合计(万元),631237,633866,573133,615135,582059,589914,479956,540907,436918,474763,431212,436072,443631,531211,458720,431745,429316,516661,506760,529899,497780,493322,547932,538299,453579,498529,476262,455571,420783,439565,415673,414691,408463,379063,372640,229751,221243,239954,214188,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),93,210,210,210,210,210,210,210,210,210,424,422,455,441,523,453,468,163,147,143,146,150,154,179,187,162,172,179,170,170,191,196,189,200,207,248,281,142,319,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期股权投资(万元),6186,6368,6111,6081,6015,5766,5759,6151,6279,6798,6870,7149,7045,6922,6985,6945,6969,7397,7658,12306,12409,12049,12259,12487,12508,12096,12172,12227,12095,12240,12467,11750,11611,10345,10154,9915,10175,10295,5994,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
投资性房地产(万元),9587,9666,9744,9823,9901,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产原值(万元),705433,--,678468,--,661775,--,652041,--,650189,--,588196,--,526705,--,523865,--,507799,--,436387,--,407482,--,300760,--,282622,--,169867,--,173975,--,146785,--,133561,--,107280,0,101919,49997,--,
累计折旧(万元),289976,--,261915,--,240430,--,216378,--,191562,--,173689,--,150728,--,128480,--,107571,--,87298,--,70328,--,56451,--,44834,--,35888,--,33059,--,29302,--,24774,--,21450,0,18204,19281,--,
固定资产净值(万元),415457,--,416553,--,421344,--,435663,--,458626,--,414507,--,375977,--,395384,--,400227,--,349089,--,337154,--,244309,--,237789,--,133979,--,140916,--,117483,--,108787,--,85830,0,83714,30716,--,
固定资产减值准备(万元),697,--,577,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,625,--,674,--,674,--,674,0,694,694,--,
固定资产(万元),414760,404416,415977,421804,420720,432167,435038,445465,458002,403318,413882,390901,375353,380044,394760,398723,399603,353723,348465,329577,336530,324164,243684,230971,237164,163973,133355,135721,140292,115784,116810,118331,108113,85115,85261,81673,83020,30021,23563,
在建工程(万元),--,32815,23316,23201,37847,40582,39260,35574,37654,70726,69596,75729,95433,91540,77909,80164,63167,98336,99232,116399,110538,80811,113172,89430,81137,95528,58556,44381,30679,30098,17625,9276,17314,25395,17516,18250,16116,42870,4763,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,604,1265,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
无形资产(万元),31330,31279,31928,32390,32869,34941,35396,35879,35906,29230,29627,29734,30148,27304,27737,27960,28265,27703,28137,28232,28603,28466,28168,28503,28612,19467,16633,17112,16955,16575,14252,11359,10946,10752,9848,9496,9896,19901,18440,
开发支出(万元),6149,6920,6818,6415,5520,4843,4547,4414,3463,2319,2200,2110,1930,1658,1313,1173,948,387,307,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,20,50,81,111,147,171,202,232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,33,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税资产(万元),13094,11885,12045,11533,12150,11024,11365,11613,11949,10948,9299,9489,9506,8022,7723,7608,7572,8215,8193,8206,8057,8111,8517,8255,7375,6232,6052,6030,6015,4987,4943,4443,4239,3119,2938,2893,3255,2310,2234,
其他非流动资产(万元),2049,1718,1745,1388,1629,232,232,897,988,2134,2134,9134,9460,3572,3612,3612,3636,4244,4391,4313,4433,4620,4620,4620,4620,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
非流动资产合计(万元),503445,505278,507895,512844,526861,529766,531807,540203,554452,525703,534084,524748,529440,519649,520732,526840,510859,500771,497794,499177,500716,458370,410575,374445,371603,297457,226941,215650,206206,179855,166288,155356,152412,134927,125924,122476,122743,105540,55346,
资产总计(万元),1134682,1139144,1081028,1127980,1108920,1119679,1011762,1081110,991370,1000466,965296,960820,973071,1050860,979452,958585,940175,1017433,1004554,1029076,998496,951692,958507,912744,825182,795986,703203,671221,626989,619420,581961,570047,560874,513990,498564,352227,343986,345494,269534,
短期借款(万元),--,8027,0,26813,31113,37813,42615,40802,44000,36000,30000,43200,43500,55371,57458,50532,35496,29049,31841,43502,10255,11490,14929,4655,21500,24096,5421,1455,--,--,--,600,300,300,7800,1513,0,4950,4500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付票据(万元),--,--,13708,21488,21912,19375,20738,17641,12358,12006,13331,21984,28034,28987,23798,24343,26497,24540,32775,34648,29909,22716,27740,30733,36787,25215,16183,16584,20608,15830,13705,11433,13718,11880,8138,3952,4658,22053,12341,
应付账款(万元),--,--,112128,94488,102088,120156,114308,127463,107719,127357,112839,118127,117912,160893,127266,107764,100536,114455,123247,129131,114585,117113,104489,116081,109211,111227,89078,87053,72691,82439,74748,68273,68988,79706,78336,74220,55464,48511,37232,
预收账款(万元),195795,198872,190414,208062,177921,159373,123477,163262,108443,86373,84505,76635,84341,96121,99995,76234,95147,150556,166200,175819,184228,143525,175981,163946,138046,171029,157413,148267,130479,139923,135123,128646,128906,107622,92334,97502,101440,119566,113081,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付职工薪酬(万元),12431,8565,7309,6390,8708,5001,4696,4084,5494,6059,5762,5440,5933,3908,3941,3607,5170,5132,4819,3254,5213,6035,3677,3236,5310,4452,4170,3931,5754,4718,4458,3602,6016,3239,4136,2793,4159,3361,2973,
应交税费(万元),6880,10642,7968,8362,10124,9233,7985,5539,7803,4132,4016,5756,5904,6781,5484,8615,5496,7027,5459,6883,7942,3642,3223,5267,12908,-7676,-2325,-1414,1997,249,-2435,1370,832,490,2497,2080,2050,1086,3410,
应付利息(万元),2300,--,3411,3574,2500,1211,3511,3907,2862,1470,2942,1908,1516,638,364,707,550,451,395,544,432,1000,607,221,332,264,95,56,117,93,223,82,61,23,55,123,37,30,0,
应付股利(万元),129,--,129,129,129,429,--,--,--,--,--,--,--,--,250,--,--,--,--,--,--,--,--,--,140,155,906,--,--,78,78,--,--,--,0,0,1920,0,0,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应付款(万元),--,8792,5597,6155,4875,7192,6323,6946,6242,5889,5537,4221,3562,4707,4158,3147,3858,5266,5404,4341,4855,7266,7531,6832,5187,6925,6274,5906,5311,7244,9324,6472,5947,6487,7786,6015,6159,1490,1380,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13500,--,--,--,0,0,0,0,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动负债(万元),8564,15314,28014,64564,73064,90564,83314,78613,73263,57864,43664,50414,55008,50464,51164,48800,51264,44322,56922,36462,32414,30050,26150,29550,31050,26200,28700,15700,13700,3500,--,23500,25000,22500,12500,0,1000,2500,0,
其他流动负债(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,0,15635,15429,15226,15000,0,--,31114,30000,30000,30000,--,--,0,--,--,--,--,--,--,--,0,2672,0,2,2,
流动负债合计(万元),354884,380158,368678,440025,432435,450349,406966,448257,368184,337150,302595,327685,345709,407870,389513,339178,339241,395799,427062,434583,420947,372837,394328,390521,360471,361889,305915,277537,250658,254073,248724,243979,249768,232246,213582,190869,176887,203549,174919,
长期借款(万元),75400,76600,49725,37175,40350,46500,84650,118150,112300,131050,141450,135900,126600,148645,148695,179138,164295,188495,147695,167495,169545,179195,171895,129748,80634,63924,41886,46552,41902,48112,35452,31151,29351,24046,35074,34400,23400,8400,0,
应付债券(万元),100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,80000,50000,50000,50000,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,0,0,0,--,
长期应付款(万元),--,195,195,195,195,308,308,308,308,422,422,422,422,535,535,544,535,651,651,651,657,885,887,886,886,953,990,733,794,816,828,816,828,69,81,10974,10986,11860,5587,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,14969,11743,14989,14990,9990,10012,10361,10361,6361,6361,--,--,--,--,--,0,0,0,17049,8088,
预计非流动负债(万元),258,125,125,125,125,125,125,125,125,195,125,125,125,125,125,125,125,1815,1815,2108,2108,--,--,--,--,--,--,--,--,--,--,--,--,--,0,137,0,0,--,
长期递延收益(万元),32779,33492,33904,34014,34633,35184,35904,36380,37071,37876,38382,39283,39879,40740,40197,41014,41592,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
递延所得税负债(万元),31,31,31,31,31,31,31,31,31,31,52,52,57,55,67,57,59,45,42,42,42,54,55,57,60,53,56,57,55,55,61,62,60,63,65,57,88,63,83,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42579,43477,23378,25544,23224,22636,23182,23532,23673,23450,23429,21993,27408,21096,23080,21823,13861,14011,12693,14298,1225,1131,
非流动负债合计(万元),208544,210444,183981,171540,175335,182149,221020,254995,249837,269574,260432,225782,217083,240100,189619,220878,206607,233585,193680,208642,209638,218347,210463,163864,115124,98965,76743,77132,71105,76391,57436,55109,52062,38039,49230,58261,48772,38598,14888,
负债合计(万元),563429,590602,552659,611566,607770,632497,627986,703252,618020,606724,563027,553467,562792,647971,579133,560057,545848,629383,620742,643226,630585,591184,604791,554385,475595,460854,382657,354669,321763,330463,306160,299088,301830,270285,262813,249130,225659,242147,189807,
实收资本(或股本)(万元),96460,96460,96460,96460,96460,96460,83178,83178,83178,83178,83178,83178,83178,83178,83178,83178,83178,83178,83178,83178,81203,81203,81203,81203,81203,81203,81203,60150,60150,60150,60150,40100,40100,40100,40100,33000,33000,33000,20031,
资本公积(万元),161671,161671,161671,161671,163592,168691,88342,88342,88342,88342,88342,88342,88342,88342,88342,88342,88342,88356,88347,88409,75071,75096,75072,75234,75238,75085,75090,96146,96142,96459,96470,116540,116536,117809,117895,1310,3789,4197,4272,
减:库存股(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
专项储备(万元),8320,7182,7080,6588,5868,6034,5752,5481,4969,4568,4516,4040,3816,4114,3880,3546,2818,2630,2621,2052,1822,1050,922,881,830,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
盈余公积(万元),32363,27371,27371,27371,27371,27031,27031,27031,27031,27031,27031,27031,27031,26912,26912,26912,26912,26300,26300,26300,26300,23601,23601,23601,23601,20129,20129,20129,20129,16741,16741,16741,16741,13700,13700,13700,13700,11170,11854,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
未分配利润(万元),231969,216831,196682,185768,170108,155103,144213,138249,134379,148781,157029,161786,165136,160864,156984,155625,152507,147064,143289,145332,142965,139631,134696,139188,134679,125927,116391,115097,104955,93119,81553,77840,66627,56598,48710,40821,47391,36393,26285,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1054,-447,-456,-520,-601,-607,-518,-777,-849,-729,-783,-420,-239,-248,-394,-482,-524,-392,-264,-253,107,
归属于母公司股东权益合计(万元),530786,509506,489257,477851,463401,453306,348497,342271,337896,351894,360172,364457,367600,363309,359447,357704,353896,346839,342680,344824,326904,320060,314892,319501,315032,301566,291963,290793,280592,266048,254674,250972,239610,227724,219882,88439,97617,84507,62549,
少数股东权益(万元),40468,39036,39112,38563,37749,33876,35279,35587,35454,41848,42097,42896,42679,39580,40872,40824,40432,41210,41132,41027,41008,40447,38825,38859,34555,33567,28583,25759,24634,22909,21126,19986,19434,15981,15870,14658,20711,18840,17178,
所有者权益(或股东权益)合计(万元),571254,548542,528369,516414,501150,487182,383776,377858,373350,393742,402268,407353,410279,402889,400319,398528,394328,388049,383812,385851,367911,360507,353716,358359,349587,335133,320546,316552,305225,288957,275800,270959,259044,243705,235752,103097,118327,103347,79727,
负债和所有者权益(或股东权益)总计(万元),1134682,1139144,1081028,1127980,1108920,1119679,1011762,1081110,991370,1000466,965296,960820,973071,1050860,979452,958585,940175,1017433,1004554,1029076,998496,951692,958507,912744,825182,795986,703203,671221,626989,619420,581961,570047,560874,513990,498564,352227,343986,345494,269534,		
  
