报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),12036,9348,24668,14281,9357,7758,15226,13663,18834,26822,44643,7323,4844,5044,7488,4820,6577,7354,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6145,2627,6941,1634,1907,1931,2765,3760,5724,794,7480,1141,473,1309,1316,576,1017,668,
应收账款(万元),40128,25947,15676,33414,28903,25728,24826,26445,25083,19416,21470,25270,25345,20757,21350,23204,13456,11376,
预付款项(万元),7690,12326,5586,8312,4730,5952,2389,4991,5202,5014,2920,5343,4140,5270,3015,2946,5479,4157,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),957,775,744,976,856,300,289,287,222,248,270,311,255,318,229,858,104,152,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),33294,25893,25034,25137,24350,19753,18235,18780,15085,15592,14632,16418,17110,17319,15656,13153,8125,7491,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),2767,1657,2038,4951,4776,12888,10182,3864,5870,5376,534,952,1269,962,945,862,592,292,
流动资产合计(万元),104360,78574,80686,88705,74880,74309,73911,71789,76020,73262,91948,56757,53437,50980,49999,46419,35349,31491,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),9196,11299,9100,8973,8901,6717,3717,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),240,244,248,252,256,259,263,267,271,275,279,282,286,290,294,309,325,340,
固定资产原值(万元),60036,--,51568,--,50139,--,48374,--,40498,--,39138,--,34677,--,32206,25554,--,--,
累计折旧(万元),23047,--,18138,--,16432,--,14736,--,13286,--,12037,--,10821,--,9692,7903,--,--,
固定资产净值(万元),36990,--,33430,--,33707,--,33637,--,27212,--,27101,--,23856,--,22514,17651,--,--,
固定资产减值准备(万元),42,--,42,--,42,--,42,--,38,--,46,--,--,--,--,--,--,--,
固定资产(万元),36948,33208,33388,34019,33664,34211,33595,26733,27174,26618,27055,26469,23856,22832,22514,17651,12525,10956,
在建工程(万元),6549,5319,3250,1721,2420,2407,1530,6865,6027,4729,3108,2377,4492,4486,3320,2665,3773,369,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),10408,6588,6602,6649,6622,6667,6712,6756,6801,6838,6873,6905,6946,6980,7000,6048,3365,2220,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),19267,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),272,157,167,155,165,181,183,83,93,113,135,121,116,125,139,123,152,147,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),446,405,312,429,368,353,366,451,395,328,327,271,289,222,214,235,140,131,
其他非流动资产(万元),510,2262,1615,510,770,510,510,--,--,--,--,--,--,--,--,--,220,--,
非流动资产合计(万元),83835,59482,54682,52707,53164,51305,46877,41155,40760,38907,37775,36427,35985,34935,33481,27030,20500,14164,
资产总计(万元),188196,138056,135367,141412,128044,125614,120788,112944,116780,112169,129724,93184,89421,85915,83481,73449,55849,45655,
短期借款(万元),31060,12369,4500,6625,7125,4625,3025,1500,--,1300,16659,16659,13860,12750,12750,19735,12359,11185,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),1100,1190,10302,10774,3433,--,231,4171,7276,3896,3883,5906,7334,6480,5726,2268,4031,600,
应付账款(万元),13397,12312,9623,14163,10649,10063,9177,9854,8124,9130,9801,9006,8762,9141,8632,7543,3909,4470,
预收账款(万元),227,346,201,262,278,240,323,248,143,272,311,259,297,340,183,141,164,108,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1393,900,1497,1082,952,742,1301,1004,816,585,1108,836,699,620,959,798,538,535,
应交税费(万元),1521,953,546,1274,1553,1619,933,1109,997,1317,869,624,544,879,871,823,415,206,
应付利息(万元),3,--,--,--,--,--,--,--,--,0,7,23,11,11,11,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,--,7040,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),4297,5793,5860,8529,8498,8496,8496,38,37,26,25,28,26,30,24,25,1285,21,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,750,750,750,780,960,--,--,--,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,
流动负债合计(万元),52998,33862,32529,42710,32488,25784,23486,17924,24433,16526,33413,34091,32283,31031,30116,31333,22701,17129,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,3500,3710,3890,4040,4040,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),450,450,450,450,450,450,450,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),1848,1811,1839,1867,1896,1924,1952,1980,2008,1845,1870,1896,1921,1947,1972,2036,--,--,
递延所得税负债(万元),223,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2520,2261,2289,2317,2346,2374,2402,1980,2008,1845,5370,5606,5811,5987,6012,2036,0,0,
负债合计(万元),55518,36123,34818,45027,34834,28158,25887,19904,26440,18371,38784,39697,38094,37018,36128,33369,22701,17129,
实收资本(或股本)(万元),30646,28812,28812,28812,28812,14406,14406,14080,14080,14080,14080,10560,10560,10560,10560,10560,10560,10560,
资本公积(万元),67460,38914,38748,38893,38554,52621,52283,43896,43896,43896,43896,12243,12243,12243,12243,12243,12243,12244,
减:库存股(万元),2967,5861,5861,8466,8466,8466,8466,--,--,--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
盈余公积(万元),4567,4567,4567,2576,2576,2576,2576,1944,1944,1944,1944,1570,1570,1570,1570,1080,619,189,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
未分配利润(万元),32481,35493,34275,34562,31725,36310,34092,33111,30411,33869,31012,29107,26948,24518,22973,16190,9718,4373,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),132195,101932,100549,96385,93210,97456,94900,93040,90340,93797,90940,53487,51327,48897,47352,40080,33148,27365,
少数股东权益(万元),482,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1161,
所有者权益(或股东权益)合计(万元),132677,101932,100549,96385,93210,97456,94900,93040,90340,93797,90940,53487,51327,48897,47352,40080,33148,28526,
负债和所有者权益(或股东权益)总计(万元),188196,138056,135367,141412,128044,125614,120788,112944,116780,112169,129724,93184,89421,85915,83481,73449,55849,45655,		
  
