报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),22493,23174,24103,60020,128950,74123,85758,53360,39102,75306,72476,27657,16164,10973,9250,1930,1670,2744,3388,2567,122317,936,1805,792,716,898,4274,12466,20783,1999,8062,17098,10157,15336,22447,1306,2856,1867,2287,5195,5066,6841,10530,1980,2366,6134,9608,19113,2206,2605,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
交易性金融资产(万元),45102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,--,0,
应收票据(万元),674,1416,1821,1821,1207,406,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,186,0,
应收账款(万元),16574,15100,10071,10270,7603,5271,6708,6043,8178,4153,5396,5499,4260,4840,5791,7529,5874,3064,2269,1595,1318,229,37,37,80,32,1151,2151,75,52,76,74,129,128,82,82,79,140,82,125,124,129,125,128,41,133,35,179,0,194,
预付款项(万元),2452,3270,1800,30000,1671,442,379,641,26283,37,190,47641,70,40,21,349,305,254,169,75,3348,71,62,468,19,2198,1944,2294,4793,1677,5070,4572,3655,17,98,48,38,38,39,44,148,82,132,163,--,131,116,125,77,119,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应收利息(万元),8908,4943,2501,784,960,1117,870,5015,2982,1027,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
应收股利(万元),9937,9937,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,--,0,--,0,0,0,0,0,
其他应收款(万元),--,35277,9605,8894,16582,8926,8768,5711,6260,3595,5289,3682,4939,3516,6954,1884,1685,1900,3620,1424,1226,1202,2190,3835,3990,3410,750,443,89,616,539,368,497,399,570,573,633,827,510,599,782,590,1952,1904,2107,3458,2690,2731,1964,4330,
