报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),15379,53331,10962,10168,3991,1707,1969,990,911,
结算备付金(万元),--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,
应收票据(万元),95,85,119,107,--,95,28,106,246,
应收账款(万元),15802,14349,16315,17080,13490,9528,9666,5147,3942,
预付款项(万元),639,441,589,286,476,350,808,401,477,
应收保费(万元),--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,
其他应收款(万元),557,610,165,421,331,175,287,92,72,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,
存货(万元),7273,8513,7565,6865,4740,4901,5348,3924,3312,
待摊费用(万元),--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,
其他流动资产(万元),35737,231,1301,909,493,216,123,164,418,
流动资产合计(万元),75481,77560,37016,35837,23519,16972,18229,10825,9377,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,21287,19929,19630,16121,--,12203,--,--,
累计折旧(万元),--,6228,5701,5220,3779,--,2550,--,--,
固定资产净值(万元),--,15059,14228,14409,12342,--,9653,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,
固定资产(万元),15888,15059,14228,14409,12342,10863,9653,6895,5481,
在建工程(万元),1292,984,1598,479,1767,1840,857,2993,2574,
工程物资(万元),--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,
无形资产(万元),1116,1116,1129,1143,1124,510,508,522,525,
开发支出(万元),--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),766,618,544,543,451,472,287,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),56,40,69,65,145,187,217,94,157,
其他非流动资产(万元),4074,3496,1558,1451,775,639,1870,332,245,
非流动资产合计(万元),23193,21313,19127,18091,16603,14512,13393,10837,8983,
资产总计(万元),98674,98873,56143,53927,40122,31483,31621,21662,18360,
短期借款(万元),15083,17182,11958,11966,10922,8434,7828,4243,1724,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,
应付票据(万元),--,0,1400,1400,1400,--,--,--,--,
应付账款(万元),5209,5757,6051,4167,2625,2947,2781,2032,2238,
预收账款(万元),243,70,128,120,104,71,84,134,265,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),613,566,539,1352,1348,344,477,318,407,
应交税费(万元),726,775,2558,1565,959,1586,716,280,422,
应付利息(万元),--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,1000,1000,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,
其他应付款(万元),2641,1941,1839,2199,1372,626,3662,2181,3981,
预提费用(万元),--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),875,1130,5579,2472,1314,1287,1340,996,623,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,
流动负债合计(万元),25390,27421,30051,25242,20043,16295,17888,10182,9659,
长期借款(万元),151,169,186,204,274,309,344,827,967,
应付债券(万元),--,--,--,--,--,--,--,--,--,
长期应付款(万元),478,712,943,2848,1203,1337,980,682,833,
专项应付款(万元),--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,19,19,1,--,--,
其他非流动负债(万元),248,93,99,572,829,140,152,--,--,
非流动负债合计(万元),878,974,1228,3624,2326,1805,1476,1510,1800,
负债合计(万元),26268,28395,31279,28866,22368,18100,19365,11692,11459,
实收资本(或股本)(万元),10000,10000,7500,7500,7500,7500,6050,6050,4050,
资本公积(万元),45316,45316,4333,4252,3926,3807,--,--,--,
减:库存股(万元),--,--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,
盈余公积(万元),1506,1506,1506,1506,618,--,1004,597,387,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,
未分配利润(万元),15319,13431,11292,11574,5519,1925,5157,3334,2411,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),72132,70242,24630,24832,17563,13232,12211,9981,6847,
少数股东权益(万元),274,236,234,229,191,152,46,-10,53,
所有者权益(或股东权益)合计(万元),72406,70478,24864,25061,17754,13384,12257,9970,6901,
负债和所有者权益(或股东权益)总计(万元),98674,98873,56143,53927,40122,31483,31621,21662,18360,		
  
