报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),522692,626373,431229,435786,395148,506672,497509,484384,388746,401136,331376,472812,314115,526031,489510,463225,312285,402090,347661,278757,243569,390732,224807,187839,220182,261858,130452,111611,168747,167972,105971,90329,132833,100791,115453,55221,74387,70509,86180,65532,67324,64786,42099,42003,35153,49888,31689,27726,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),11105,10981,10952,7951,8568,8328,9212,9795,8921,7727,8623,11159,10470,12054,9714,8065,6715,4735,5340,4827,4515,4772,5638,4434,4528,4653,3702,4043,4950,5947,7373,7904,2862,1677,2213,1591,1493,1447,1371,1097,1478,1440,2101,2819,3099,2554,2963,1806,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,31,36,215,100,32,0,--,18,--,--,--,--,--,--,--,--,31,0,500,500,500,1500,1500,1500,2000,3000,3000,2000,3000,3000,3000,3085,
应收账款(万元),334966,97138,85784,68282,292218,68600,74817,46264,262383,55016,66884,45627,205204,51575,57579,26661,170400,34937,41458,17047,161990,60504,51812,26038,141792,64974,57493,29540,117075,76183,59168,21003,76356,55218,56462,11228,80201,32381,30320,21359,44128,30604,33321,11109,40868,25929,25097,11177,
预付款项(万元),17029,9818,8426,3395,13290,9543,7880,5173,9735,8956,8021,5849,27137,17917,16198,9248,17503,10511,10044,9299,18854,13518,14518,9825,31115,31555,29522,23999,30032,38921,44607,12492,13881,9286,12384,8091,4620,3105,6937,6413,7630,8237,7362,4303,3209,2938,3318,2994,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,9,--,0,--,0,--,0,--,--,--,--,--,--,--,6,0,0,
