报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),3945,5927,1000,2124,2977,2991,1828,2639,6627,14218,16927,17418,20589,22328,28373,29911,28826,29043,27043,33059,32423,34892,35321,1452,3219,843,2930,2439,1764,1366,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),6179,6170,4582,3972,6418,7335,4557,3340,1429,2262,3590,684,2088,1047,2391,2086,5302,6665,6508,6112,4122,4018,1780,2639,4169,5614,2729,1001,1110,1201,
应收账款(万元),30404,27009,26650,26155,23453,23681,29450,29947,28951,27838,22375,23135,20950,19658,21611,19210,19423,18305,17212,18176,18824,19601,19895,16425,12610,12579,13297,8869,6969,6570,
预付款项(万元),670,1211,1522,1844,1705,1144,785,1083,1088,913,2514,5726,1428,1308,1121,2154,2005,1552,1912,1585,1492,347,848,708,442,296,679,710,615,284,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,66,326,266,219,196,79,727,521,310,921,807,560,344,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),637,207,556,540,162,210,172,212,41,104,112,86,76,258,1676,1677,1525,1483,225,203,436,259,366,339,370,343,406,291,160,156,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),27510,28820,34673,33812,30978,28604,28777,28100,26551,26441,27415,28106,26147,25789,23887,23262,22721,22239,19867,18041,16759,16031,15253,15041,14797,13954,12437,10315,9168,10539,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),49,50,37,35,26,56,20,16,--,4,4,3,504,7021,9,159,389,3,3,3,3,239,--,376,80,193,--,--,--,--,
流动资产合计(万元),69394,69393,69020,68482,65720,64021,65589,65339,64686,71847,73264,75424,72001,77604,79147,79186,80711,79600,73691,77986,74620,75730,73464,36980,35686,33822,32479,23626,19784,20116,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,27513,--,27373,--,26896,--,26594,--,26284,--,13397,--,13356,--,13436,--,13372,--,13137,--,13079,--,--,12249,12270,12083,--,--,--,
累计折旧(万元),--,8543,--,8104,--,7531,--,6886,--,6218,--,6607,--,6143,--,5697,--,5107,--,4557,--,4084,--,--,3402,3151,2865,--,--,--,
固定资产净值(万元),--,18970,--,19269,--,19365,--,19708,--,20066,--,6790,--,7213,--,7740,--,8265,--,8580,--,8994,--,--,8847,9120,9218,--,--,--,
