报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),95860,138281,59812,65526,79085,160784,65644,47696,73626,113649,66075,66911,68047,118198,44171,53696,68370,87794,45590,50068,53115,76111,33939,27852,38342,69816,32557,13735,15638,23927,17758,15382,12204,21566,14448,15350,21500,28013,17984,18086,17642,23686,15196,9464,11509,19015,12447,9859,8160,13358,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
应收票据(万元),6007,6629,10427,5036,4602,6134,12667,4239,2429,2396,3170,5321,2051,2736,2067,14556,3862,2197,3957,1972,20643,27536,11065,8319,4578,2778,2441,270,252,1328,2642,1958,8,533,15,57,127,152,47,243,1050,1001,407,688,145,311,623,846,371,737,
应收账款(万元),116007,113265,116812,108003,107196,108581,118679,133652,131449,129905,116511,123848,131296,124941,115731,109468,92519,116861,82807,77829,67743,66353,72292,64683,55239,64266,59177,36943,32952,33910,31571,33483,34964,30863,26144,29167,25784,24778,22467,27607,19496,24968,29125,29717,29173,25209,30896,30949,27769,25956,
预付款项(万元),11936,19313,25603,16803,21862,20326,15417,21696,20187,8544,12044,12956,16332,12094,22371,24865,21454,13974,23388,15272,13846,10906,18881,14280,13426,12703,10131,7240,14346,5491,8605,6673,6868,5314,8148,4866,4284,5588,5923,3291,5595,6249,5230,2985,3654,4783,4347,3217,2435,4897,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,0,0,
