报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),28057,29563,26898,29636,27958,28519,27752,26701,28562,29271,15496,22997,20999,47404,44433,24645,36797,40158,28789,31500,48641,47190,51910,50625,57524,54346,62447,65350,69339,74935,77349,81598,83970,11005,5974,5622,6057,8595,7267,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收票据(万元),14525,14033,8617,8515,20026,15575,9640,3648,7426,9773,15260,14110,18462,20084,19397,21799,16911,13525,26202,27990,13502,16765,12058,8835,9835,11296,17864,15442,16862,17390,8095,8764,9990,6063,7924,5256,6905,7349,9667,
应收账款(万元),38572,38886,40701,36844,32121,41433,40437,39187,38077,37764,36869,35198,35224,22585,26286,26013,23397,19033,21136,20530,22162,21691,28294,25318,28374,24424,21212,19268,19434,15315,22920,21889,21651,18051,14900,14837,11784,17166,9072,
预付款项(万元),1702,1282,1872,1334,1769,1290,2092,1875,1743,1450,3410,1977,1864,4588,1298,1898,1741,2160,2771,4008,2416,3608,3516,4407,3166,3537,5223,6753,5461,4762,6803,4491,4777,2099,5064,1836,5439,5519,1246,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,0,--,--,--,0,--,--,655,571,488,423,770,833,796,1091,1580,1152,676,859,753,574,312,671,--,0,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他应收款(万元),989,768,1246,1018,857,853,1489,1120,986,1027,4043,3829,1297,515,556,557,448,319,895,765,782,760,1016,644,662,643,912,881,1312,830,1113,1209,436,694,716,570,566,312,1086,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
存货(万元),28405,27729,31925,37561,37632,32401,33032,30772,26457,26050,28241,29026,23733,25566,35063,32343,34085,35528,34902,30951,30925,32284,29575,28334,28018,27260,25112,23138,19769,17542,16991,13337,13623,15303,23419,26262,34921,23040,19916,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),10455,13760,16190,12709,10692,2891,4675,9187,4633,4534,9594,3835,18183,18762,26383,43351,40311,39675,31505,27612,14151,12819,6000,6000,4000,6500,--,--,--,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),122704,126021,127449,127616,131055,122963,119117,112492,107884,109870,112913,110972,119763,139503,154072,151179,154179,150821,146970,144189,133375,136208,133950,125314,132256,128866,133523,131405,132488,131446,133270,131288,134447,53215,57998,54383,65671,61981,48254,
发放贷款及垫款(万元),1000,1000,1375,1375,1975,2450,3526,4638,8638,10638,10733,9933,9933,4433,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),156,156,156,152,152,152,152,152,152,152,--,4,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,1000,--,--,0,--,0,0,0,0,0,0,
长期应收款(万元),803,803,803,803,803,803,803,803,803,803,4016,4016,1509,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
长期股权投资(万元),6238,6363,6087,6201,6269,6463,5773,5861,6060,6176,6152,5979,5884,50,41,42,44,50,34,41,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),--,43257,--,42659,--,42668,--,42098,--,42018,--,41372,--,40880,--,40576,--,40526,--,37283,--,37154,--,36857,--,35965,--,32706,--,30278,--,23002,--,22460,0,12705,12121,0,0,
累计折旧(万元),--,20720,--,20138,--,19454,--,18706,--,17790,--,16872,--,15656,--,14623,--,13730,--,12864,--,12264,--,10848,--,8916,--,7201,--,6056,--,5577,--,4820,0,4092,3608,0,0,
固定资产净值(万元),--,22537,--,22521,--,23213,--,23392,--,24228,--,24500,--,25224,--,25953,--,26796,--,24419,--,24890,--,26010,--,27049,--,25506,--,24222,--,17425,--,17640,0,8613,8512,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产(万元),22309,22537,22366,22521,22876,23213,22992,23392,23766,24228,23997,24500,24959,25224,25527,25953,26273,26796,26800,24419,24640,24890,25058,26010,26543,27049,26163,25506,23887,24222,17500,17425,17263,17640,17988,8613,8512,8748,8051,
在建工程(万元),--,0,503,503,499,489,18,10,--,0,--,0,31,10,148,100,100,0,87,2640,2222,1884,330,146,146,146,1043,1043,749,749,2489,1777,52,49,31,8564,4722,48,44,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
