报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),2993,8389,9287,1413,5222,1983,1083,2454,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),7260,6802,1201,5601,3798,1526,738,855,
应收账款(万元),14941,12161,15864,15550,13315,10458,8848,6073,
预付款项(万元),3012,2478,4781,889,813,1006,1082,329,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),34,35,117,32,52,63,77,137,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),4549,3148,3876,2984,3050,2758,2504,2045,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),--,--,--,--,--,2990,--,--,
流动资产合计(万元),32789,33012,35127,26470,26250,20785,14332,11893,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,4281,--,4226,3459,3331,3058,2234,
累计折旧(万元),--,2104,--,2000,1615,1282,961,773,
固定资产净值(万元),--,2178,--,2226,1844,2049,2097,1462,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),2177,2178,2170,2226,1844,2049,2097,1462,
在建工程(万元),14547,14024,13886,13158,7226,319,113,482,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),2593,2628,2664,2700,2834,2979,3124,1228,
开发支出(万元),291,290,103,73,28,--,--,40,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),37,44,51,58,76,122,170,66,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),141,141,41,41,6,8,29,22,
其他非流动资产(万元),4178,3741,3354,1857,1079,3502,657,841,
非流动资产合计(万元),23963,23045,22268,20112,13093,8980,6190,4140,
资产总计(万元),56753,56058,57395,46582,39343,29765,20522,16033,
短期借款(万元),7400,8324,11900,9830,9587,6987,11024,6500,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
