报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),97292,84438,100188,83548,128559,58284,53888,54341,49698,41183,63379,53704,17203,
结算备付金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收账款(万元),1591,1753,1236,2158,1988,1282,2844,2113,2125,4783,4582,2540,3258,
预付款项(万元),11283,10476,9602,9905,9198,10304,10892,10110,9758,11338,30537,7654,4294,
应收保费(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),5074,4216,4600,4597,5155,5897,6828,6116,6076,4587,4239,2906,3722,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
存货(万元),26150,16330,18271,29351,16923,13414,26737,22458,27208,20646,22673,15606,6024,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),52086,51009,51122,62519,--,--,--,--,--,--,--,15000,--,
流动资产合计(万元),193476,168223,185020,192078,161824,89182,101189,95138,94865,82537,125410,97411,34499,
发放贷款及垫款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),18909,19085,19262,19438,18108,18252,18541,19117,14274,--,--,--,--,
固定资产原值(万元),--,68056,--,64170,66630,66123,66547,37369,41587,--,--,--,--,
累计折旧(万元),--,15547,--,14445,15263,14538,13687,12530,9389,--,--,--,--,
固定资产净值(万元),--,52509,--,49725,51367,51585,52860,24838,32198,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),52085,52509,49290,49725,51367,51585,52860,24838,32198,43957,8918,6148,4488,
在建工程(万元),--,--,3693,3693,3885,3693,3693,12469,466,3797,1547,93,--,
工程物资(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),3192,3226,3261,3313,3365,3417,3525,3784,5193,5922,4703,1213,978,
开发支出(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),7287,6986,6445,6846,6720,6712,6085,5813,5204,6665,7265,3086,650,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),1764,1527,1603,1816,1654,1554,1877,2001,1499,711,815,722,522,
其他非流动资产(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),83237,83334,83553,84832,85099,85213,86581,68023,58834,61053,23248,11262,6638,
资产总计(万元),276714,251557,268573,276909,246923,174395,187771,163161,153699,143590,148658,108673,41138,
短期借款(万元),--,--,0,--,--,--,--,--,--,--,18100,--,--,
向中央银行借款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),47640,31493,36599,53887,34603,31709,50830,41357,45556,45470,31374,31852,17928,
预收账款(万元),12527,12064,12627,13600,12150,12050,13539,12323,13447,12557,13634,6286,2328,
卖出回购金融资产款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),217,188,1960,95,218,200,81,82,26,141,32,73,34,
应交税费(万元),4149,2338,4899,5876,4068,2038,3579,4617,2434,3957,5343,4237,2449,
应付利息(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付股利(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),21792,16931,16715,15125,13625,13254,11513,9700,7332,4775,2949,1500,3244,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),86325,63014,72801,88584,64664,59251,79542,68079,68795,66901,71432,43947,25982,
长期借款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
应付债券(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,0,--,--,--,--,--,63,--,170,--,--,
长期递延收益(万元),691,719,739,759,--,262,270,285,49,--,--,--,--,
递延所得税负债(万元),110,100,103,103,104,99,101,98,--,--,31,76,122,
其他非流动负债(万元),--,--,0,--,258,--,--,--,--,--,--,--,--,
