报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),20814,13677,18421,31267,18936,22089,26330,39213,22828,31090,34457,37049,17250,34046,37924,25128,19132,18906,14938,21335,14757,8974,19352,17382,21301,27079,18005,16026,28363,31602,21179,32426,24110,30726,60665,8817,7217,7659,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,996,1089,--,--,--,--,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,3701,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收票据(万元),7147,11514,11293,23257,8903,10961,9761,14975,4711,4735,5342,13003,4667,8992,9969,25726,8734,9873,22888,25199,22085,18482,9924,20061,9559,6227,11921,15948,13279,7133,12640,10251,3239,3039,2891,5678,3237,3675,
应收账款(万元),42913,35888,36273,14262,36880,40121,34097,15699,38456,31602,25709,22868,36723,34361,35680,27620,39401,33691,27866,17537,34678,25967,23901,15452,24448,21880,23633,17869,20845,21188,15799,9671,17520,13685,14625,10351,10430,9053,
预付款项(万元),3088,3526,5006,3294,3343,2793,5024,3125,2947,3725,4924,4932,2159,2156,1682,1131,1793,2199,1425,1513,4012,3754,2907,2044,10569,7492,14852,8563,15661,15361,13478,11068,8056,7339,12073,4758,10564,11237,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),608,355,357,274,501,476,763,1079,2053,921,283,805,455,463,377,235,345,344,536,387,395,440,490,361,483,455,613,578,829,714,642,719,612,712,633,569,985,975,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
存货(万元),105958,92469,86998,84827,76387,67016,65220,62475,62951,62585,50727,47298,58690,59452,58477,61505,71799,63333,68108,72731,80702,77115,65127,73337,70160,81148,83858,77312,68318,64356,69727,73105,51209,54407,39157,34296,22586,27491,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,832,844,503,588,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他流动资产(万元),2077,3479,3645,4673,1978,2265,2451,3122,1260,1283,1656,1801,2304,2205,7093,7043,3435,3435,3435,2885,3554,2974,2521,2377,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
流动资产合计(万元),182604,160907,161993,161853,146929,145722,144643,140778,135206,135942,123100,127755,123102,142519,151705,148976,144639,131782,139196,141587,160183,137707,124222,131012,136520,144280,152882,136297,147295,140355,133466,137240,104746,109908,130045,64468,58720,60090,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
可供出售金融资产(万元),481,481,481,462,477,477,477,477,462,462,462,462,462,80,80,80,80,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
长期股权投资(万元),8624,8373,10078,9745,9137,8128,7860,8411,8375,8199,7995,8712,8394,7995,6268,7211,7071,6633,7287,7119,6963,6592,6553,6406,5883,5973,5786,5786,6034,6598,6716,6716,6525,6525,6374,6331,5946,5794,
