报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),58428,19399,44088,20732,13899,20891,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),19,56,--,--,--,--,
应收账款(万元),57609,58580,44245,30543,19631,14612,
预付款项(万元),1292,659,3303,4279,1623,1898,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,98,--,
其他应收款(万元),1915,1825,1744,1400,727,1082,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),56986,63876,70773,53741,36745,35449,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,
其他流动资产(万元),14222,3437,113,--,4861,320,
流动资产合计(万元),190471,147833,164267,110694,77585,74253,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,835,835,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,21916,21583,--,--,--,
累计折旧(万元),--,5322,4815,--,--,--,
固定资产净值(万元),--,16594,16768,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),16428,16594,16768,17236,17930,18383,
在建工程(万元),22,22,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2010,1971,1976,2046,2053,2101,
开发支出(万元),84,85,85,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),3294,2961,2200,1376,1099,552,
其他非流动资产(万元),--,--,--,--,--,--,
非流动资产合计(万元),21838,21633,21029,20657,21917,21871,
资产总计(万元),212309,169466,185296,131352,99502,96124,
短期借款(万元),3065,30094,27250,23942,26268,33415,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),10775,8225,23711,9888,5766,4379,
应付账款(万元),12462,15819,19498,12204,9816,11967,
预收账款(万元),5653,11721,21231,11009,6943,1096,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),1151,1100,1969,1556,1282,459,
应交税费(万元),2355,1685,4650,5315,2539,3236,
应付利息(万元),7,61,41,32,57,95,
应付股利(万元),--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1125,816,697,170,350,224,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,12919,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),36591,69521,99047,64115,53023,67790,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),19162,16899,11989,7237,5048,2557,
长期递延收益(万元),836,844,995,1126,1390,962,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),19997,17743,12984,8363,6439,3519,
负债合计(万元),56589,87264,112031,72478,59461,71310,
实收资本(或股本)(万元),28000,21000,21000,21000,20000,17670,
资本公积(万元),98291,35177,35177,35177,8144,1620,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1709,1709,1709,270,1190,552,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),27721,24316,15379,2427,10707,4972,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),155720,82202,73265,58874,40040,24814,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),155720,82202,73265,58874,40040,24814,
负债和所有者权益(或股东权益)总计(万元),212309,169466,185296,131352,99502,96124,		
  
