报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),11153,18523,38582,29392,41784,41932,37395,20603,29670,52230,35007,39340,55080,59422,63654,37441,34840,33654,31847,32588,29543,29261,25835,25927,28210,28548,29021,28292,29504,28181,30520,29648,38487,40858,45000,48404,54116,15807,8507,2730,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
应收票据(万元),251,231,184,766,1343,1141,970,940,154,6190,328,104,210,1475,5117,14888,16480,18586,17776,15689,16386,15376,14814,17838,13658,15252,14837,19679,17069,18612,18317,16853,12729,14212,16309,16458,9385,8113,3979,2553,
应收账款(万元),125851,122163,90213,76753,81456,78176,92098,65517,58782,46133,58409,35996,14234,12062,27392,13240,12332,10066,11825,13408,13214,10474,10915,12645,12351,9504,9939,11801,10968,8838,8296,8327,9691,6636,6093,7343,7789,6992,5529,4842,
预付款项(万元),5620,5684,5392,7412,12765,7302,12011,11868,12937,9073,4396,1483,5384,3372,10377,2373,1966,1863,1716,2717,4320,2896,3602,5784,6170,5059,3329,2669,3400,7255,10017,4666,4060,5418,4423,2685,2553,2624,1800,1384,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,0,--,0,0,--,
