报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),59896,84752,119563,128015,190154,120477,124204,113968,24457,21873,28861,16309,8482,10148,11257,24939,14128,22227,10646,29123,12764,22816,18753,36852,33124,35548,36154,41400,30413,30172,27041,22256,29761,25593,21230,34488,41271,31957,29794,35232,24202,26270,22528,20918,17969,19127,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),8,8,--,--,--,--,--,--,--,--,--,18,14,--,--,--,--,--,--,--,--,--,--,--,3,5,--,--,7,33,14,0,--,0,--,0,--,--,--,--,--,--,85,--,1,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),1604,3476,1423,4853,5169,10361,5001,6373,4741,4087,3171,3096,3299,3203,2256,4286,4291,4357,4272,4801,5210,6881,6251,6171,9277,8748,6528,4666,5030,4705,4251,4138,2270,2853,1921,1876,1372,1067,1311,2126,1373,2711,880,1775,2113,788,
应收账款(万元),27759,19184,18837,17091,28858,7621,9074,8971,10907,8724,12497,11453,12519,10505,14245,14785,15087,12950,20081,19001,18572,13303,23598,20892,20788,18982,25720,28799,37253,27212,35275,36883,37728,30535,31656,27430,34053,31665,47817,46031,44884,31410,34822,31212,37046,24643,
预付款项(万元),25002,15846,25351,12846,15825,3620,1048,345,570,305,948,493,1794,2815,2337,1250,2688,3170,4155,3451,7268,7515,3205,2696,4201,3005,8175,3837,4038,2227,2301,2949,1978,1638,4157,2084,3344,2059,3368,6336,8866,6044,9155,3172,3723,2334,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收利息(万元),--,--,--,194,--,--,--,--,294,29,26,258,25,61,25,25,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,3902,3902,--,--,--,6275,10725,10725,5700,5700,10640,10640,9880,9880,9880,9880,3800,3800,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他应收款(万元),33163,31885,4472,4026,21406,7492,7744,7722,7650,7556,709,1246,10193,10335,10139,153,16000,17487,15550,438,2490,200,812,486,770,402,1027,628,8464,13434,11324,14183,9337,8567,9045,1340,1724,1051,2799,2300,1502,1220,1335,2455,2226,2018,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
存货(万元),15509,13886,13235,11861,13455,14797,18963,23230,21732,23489,22638,25451,24532,27240,23573,25701,26646,22396,24779,26622,27785,26129,28093,29035,32196,33769,28151,28296,28801,29562,28601,29383,25226,24804,25555,22341,18928,23107,27021,26761,23085,21470,20259,19621,19636,20320,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,20000,20000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),45101,45163,5207,1004,217,466,176,396,10368,10383,15544,27065,21978,21314,530,230,305,209,486,242,542,755,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,398,
流动资产合计(万元),208041,214199,191991,201672,275084,164833,166210,167279,91444,87170,90095,91090,93476,96261,94241,101250,89051,92677,83769,87478,74633,77598,80712,96132,100360,100458,105754,107627,114006,107346,108808,109793,106299,93991,93564,89558,100692,90907,112110,118785,103912,89125,89064,79153,82714,69627,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),20249,20300,39100,36600,33000,13000,11000,12000,89,214,2836,2454,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,--,0,0,
