报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),32144,4499,6848,6603,5309,2855,7687,8048,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,1317,5170,10151,7158,1000,1900,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,22,152,955,800,463,
应收账款(万元),651,291,14,--,--,--,--,--,
预付款项(万元),138,135,37,36,353,18,869,103,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),395,99,106,113,54,174,21,92,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),11598,8482,5501,6304,7423,6475,6099,2376,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),--,63,23,1,--,--,--,--,
流动资产合计(万元),44925,13569,13846,18248,23443,17635,16476,12982,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,20341,20272,--,--,--,--,--,
累计折旧(万元),--,8931,8089,--,--,--,--,--,
固定资产净值(万元),--,11410,12182,--,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),10987,11410,12182,13469,14295,15094,15499,4575,
在建工程(万元),105,30,35,318,--,--,41,8688,
工程物资(万元),0,--,--,--,--,--,--,--,
