报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,
货币资金(万元),72346,69658,54984,61745,84953,95199,93153,88891,93057,94946,89846,99524,12907,12364,5654,10742,13568,16378,12349,10370,11807,7605,8146,8080,7540,7321,6433,5792,19133,20426,21227,24561,26210,31457,30242,28825,28852,31424,34745,34537,36721,35811,35850,3920,3929,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收票据(万元),12955,14101,12298,12382,13553,13016,7862,12949,10118,13715,15393,10033,11049,13390,14646,12145,12004,15784,13485,10403,8435,11739,11281,7881,7895,10000,7649,6510,6553,7137,7510,5589,5150,5870,4894,2841,3694,4329,4871,4632,4911,7578,5933,3286,4138,
应收账款(万元),29887,28512,20639,19167,15857,14868,16015,14163,13074,15032,16842,17442,13123,14391,18996,17193,13775,11399,13749,15243,11344,11589,12258,12081,14050,12186,15574,16234,10996,10624,10820,8625,6805,6014,7592,7057,5338,5394,5734,5660,5473,4998,6280,7099,4280,
预付款项(万元),1875,997,913,975,759,521,921,744,909,571,1438,789,889,939,1078,771,934,940,3361,3387,1651,986,1622,1777,2794,1107,3776,3421,3949,1335,4796,3655,3005,1120,2102,2263,2602,2850,1999,1471,524,1181,383,717,598,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收利息(万元),230,265,205,729,604,550,374,760,945,738,499,67,36,17,5,0,40,46,40,35,43,37,33,26,28,22,22,23,26,26,58,78,76,100,154,463,339,433,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
其他应收款(万元),417,534,118,111,126,306,133,209,351,274,228,243,303,247,1372,1057,135,140,142,155,163,113,138,149,185,164,177,163,263,174,187,153,407,77,79,98,92,56,48,59,30,17,21,66,30,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
存货(万元),39866,33572,24021,23828,19915,16607,18046,16143,15330,13631,15479,15617,16764,14418,15090,15873,16855,13322,14367,13752,14175,13078,13669,15067,15392,13899,16024,17108,15755,12834,11901,12272,9823,8130,7603,6918,7443,6700,9162,8926,8080,7853,8281,7098,5693,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
其他流动资产(万元),61749,71602,74228,63361,50493,42536,43088,41275,43029,42921,43192,30097,32473,33454,34209,24515,25507,21988,21078,18200,19909,20003,18015,17308,20844,20856,--,--,--,--,--,0,--,0,--,348,583,433,--,--,--,--,--,0,0,
流动资产合计(万元),219324,219242,187406,182297,186260,183602,179592,175135,176813,181829,182917,173811,87544,89220,91050,82296,82819,79996,78571,71546,67526,65149,65161,62368,68727,65556,49655,49251,56674,52556,56499,54933,51474,52767,52666,48812,48944,51619,56559,55285,55739,57439,56748,22186,18669,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,--,--,--,--,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21915,21737,10456,10946,11068,9743,10148,4927,5415,314,1611,1517,--,--,--,--,--,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,0,
