报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),36490,37863,39514,44782,44007,41695,47254,60107,45012,49982,45106,78140,34049,30113,20063,21022,6097,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),29732,21719,21349,26855,28181,28566,26077,24807,23273,20404,19045,23851,28631,30980,18851,10013,16754,
应收账款(万元),4548,15798,8507,5286,7336,10174,9342,6284,8016,7856,8164,4863,6540,8560,18150,13459,13376,
预付款项(万元),411,284,307,318,307,304,1422,1373,1049,403,404,262,239,171,74,329,289,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),125,118,930,807,622,450,252,302,223,296,41,46,54,30,33,60,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),590,409,621,521,619,407,510,426,512,466,3077,3014,3009,3164,1797,1779,55,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),5809,4293,4721,4098,4425,4189,4128,4999,4538,4308,4576,4633,4545,4447,4158,4576,5311,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),55152,58210,54111,47111,50011,49011,41100,26201,41900,35500,35508,--,--,--,--,158,--,
流动资产合计(万元),132856,138694,130059,129778,135507,134795,130086,124498,124523,119215,115922,114810,77066,77465,63127,51396,41883,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),50,50,50,50,50,50,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,50,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,12277,--,10279,--,9599,--,8557,--,7492,--,7267,7237,7182,6042,4803,4475,
累计折旧(万元),--,4054,--,3665,--,3334,--,3024,--,2748,--,2488,2359,2225,1753,1388,1038,
固定资产净值(万元),--,8223,--,6613,--,6264,--,5533,--,4744,--,4778,4878,4957,4289,3416,3437,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
