报告日期,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),61701,15893,17088,13795,11021,9578,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,--,10,--,30,--,
应收账款(万元),18155,13841,15268,11548,10813,8860,
预付款项(万元),724,768,686,576,1199,971,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),1229,1188,1248,2036,12097,11351,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),12777,12207,10914,9708,11567,8503,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),53,7,7,--,--,--,
其他流动资产(万元),107,125,--,--,--,--,
流动资产合计(万元),94747,44029,45222,37663,46727,39263,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,29232,29198,28225,24735,--,
累计折旧(万元),--,11060,10680,9929,8713,--,
固定资产净值(万元),--,18171,18519,18296,16022,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),17901,18171,18519,18296,16022,13776,
在建工程(万元),135,230,230,155,104,1785,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2921,2603,2625,2672,2730,1208,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,
长期待摊费用(万元),104,12,14,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),1119,983,1146,1298,1247,798,
其他非流动资产(万元),1699,1866,1850,1797,491,--,
非流动资产合计(万元),23878,23866,24384,24218,20593,17566,
资产总计(万元),118625,67895,69606,61881,67320,56830,
短期借款(万元),3100,3100,3100,3100,16000,20200,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),2398,2368,1470,--,--,--,
应付账款(万元),12075,10681,13460,12178,15678,14439,
预收账款(万元),5874,5339,5420,3863,6203,2078,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),78,124,665,51,52,34,
应交税费(万元),686,662,1320,2761,2499,1427,
应付利息(万元),4,4,4,9,40,--,
应付股利(万元),--,--,--,--,967,--,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),1369,322,415,405,528,133,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,150,--,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),25583,22601,25853,22517,41966,38310,
长期借款(万元),--,--,--,2850,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),150,350,355,375,390,405,
递延所得税负债(万元),--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,
非流动负债合计(万元),150,350,355,3225,390,405,
负债合计(万元),25733,22951,26208,25742,42356,38715,
实收资本(或股本)(万元),12000,9000,9000,9000,8255,7877,
资本公积(万元),62523,21362,21362,21362,4040,--,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),1641,1641,1641,837,1844,1054,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),16727,12941,11394,4940,10826,9183,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),92892,44944,43398,36139,24964,18115,
少数股东权益(万元),--,--,--,--,--,--,
所有者权益(或股东权益)合计(万元),92892,44944,43398,36139,24964,18115,
负债和所有者权益(或股东权益)总计(万元),118625,67895,69606,61881,67320,56830,		
  
