报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),62962,135965,153795,173662,209624,210216,225951,235482,30449,26875,29670,27611,33441,25840,12739,11659,8648,11029,6909,7297,17649,24280,31057,39535,41094,51449,53262,52941,54096,59974,61625,60730,59013,62255,65820,2904,3215,1009,5389,3130,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
交易性金融资产(万元),--,0,--,0,0,16109,17525,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收票据(万元),17834,20522,20962,18781,15358,34937,34911,19344,12134,9632,16197,8256,20175,18982,18151,1217,864,1682,777,416,593,1081,646,1030,876,1987,1966,1261,1199,1567,1383,1435,906,1414,928,750,784,236,184,6,
应收账款(万元),92413,101397,106542,100937,95529,64401,71206,77520,96497,100669,87955,83224,58021,65367,58103,19971,19265,15451,15234,15256,12185,7941,9075,9506,9380,8133,7642,8606,8387,8119,7266,8019,9088,9784,10111,8020,7667,4518,3677,2564,
预付款项(万元),21289,30601,30091,25923,27078,14981,16516,20343,9436,4036,4328,9683,3261,4360,3947,5774,3512,3430,3156,2844,3008,8060,2571,18311,16129,2778,3482,3356,2766,1656,998,1422,1440,2404,1389,959,506,1026,1150,2285,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,46,48,53,259,417,400,240,772,1334,1085,835,766,--,0,--,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
其他应收款(万元),10933,13567,11933,16647,15098,11536,6484,2622,1754,2073,3230,4513,2043,1415,3139,1029,699,925,1132,649,687,1292,1474,150,179,237,65,198,334,68,46,57,16,50,43,124,426,300,11527,6705,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
存货(万元),57176,74923,72331,92797,82081,61466,57813,76988,81177,73336,64433,60907,53824,46406,43498,21734,17970,15433,14769,14573,11891,10246,10216,10320,9222,8661,7587,6547,5207,1856,2939,1842,2005,1930,2259,1939,3611,5847,3242,1772,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他流动资产(万元),15539,22201,21574,15202,15397,10911,8271,9760,9444,9120,11125,8251,6486,6627,12082,6760,6246,5739,5611,4883,4814,4708,4374,34,16,25,--,29,6,--,--,--,0,--,0,0,0,0,0,0,
流动资产合计(万元),278145,399175,417228,443961,460165,424557,438677,442059,240891,225740,216939,202446,177251,168996,151660,68144,57205,53689,47655,45965,50875,57660,59672,79304,77297,73510,74776,74272,73080,74075,75024,73506,72468,77836,80550,14696,16209,12935,25169,16462,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
可供出售金融资产(万元),16,17,17,22,22,24,24,23,22,22,28,22,30,31,22,22,13,13,15,10,8,9,10,9,11,12,11,4,3,3,3,3,3,3,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
长期股权投资(万元),28098,27597,27328,32613,33629,28747,25956,21032,19142,13209,5270,4970,4998,7918,2919,2807,2718,2227,1946,1910,1877,1833,1817,1773,1750,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
固定资产原值(万元),227159,--,212622,--,196482,--,137682,--,119095,--,114189,--,104128,--,103747,--,75459,--,44432,--,26973,--,22855,--,21320,--,20082,--,19914,--,18323,--,16625,--,15875,--,14889,14510,0,0,
累计折旧(万元),93330,--,85677,--,78551,--,50279,--,43148,--,37602,--,30641,--,27011,--,16693,--,14263,--,12741,--,11321,--,10268,--,9282,--,8339,--,7440,--,6584,--,5891,--,5269,4687,0,0,
固定资产净值(万元),133829,--,126945,--,117931,--,87403,--,75947,--,76587,--,73487,--,76736,--,58766,--,30168,--,14232,--,11533,--,11053,--,10800,--,11575,--,10883,--,10041,--,9984,--,9620,9823,0,0,
固定资产减值准备(万元),375,--,378,--,380,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
固定资产(万元),133454,126680,126568,117060,117551,88939,87403,79766,75947,74609,76587,72912,73487,75036,76736,58068,58766,56915,30168,14552,14232,12135,11533,11418,11053,10377,10800,11052,11575,10939,10883,10892,10041,9966,9984,9529,9620,9823,8966,1244,
在建工程(万元),28396,22686,25934,11733,11011,8812,9498,6021,4628,4195,3600,6396,4644,3183,3170,10772,8356,10896,32557,47813,45213,37198,34878,4334,2041,2837,1423,1013,489,416,389,66,9,18,0,124,124,114,15,0,
工程物资(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
固定资产清理(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,321,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,0,0,0,
无形资产(万元),30626,31310,32152,27267,27912,17839,17969,15044,15236,16820,16951,15848,16021,16252,16424,8160,8130,8198,8220,8213,8235,7303,3498,1243,1253,1263,1272,1282,1292,1275,1271,1247,1248,1256,1264,1265,1236,1246,1239,7,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,0,
