报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),129100,120821,119859,130112,129170,108397,97988,45574,50610,55604,64944,60689,76619,81539,92456,86524,49344,110687,80306,77141,89101,96494,80574,72076,80510,55851,61332,70150,125287,49299,115436,73060,43981,38841,41194,40526,39572,37032,52798,37219,27541,33708,33275,24315,17201,12062,7124,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,363,0,3,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,400,381,--,--,--,--,--,--,--,--,--,--,--,80,0,--,--,100,--,--,--,--,0,--,0,--,0,--,200,400,--,--,600,--,0,0,--,
应收账款(万元),1109,1061,948,989,1079,1273,689,2456,2576,2702,2463,5043,5389,5982,7208,12713,8986,10474,9418,12128,11097,13722,11557,19506,22220,29245,29614,5109,7671,10031,7454,3270,291,2924,774,2837,6183,3352,185,3811,423,3731,509,4042,315,215,506,
预付款项(万元),125,82,92,26198,26185,26213,26231,26703,26295,26334,26399,27088,80798,81379,79729,80290,87526,55466,54208,45345,44404,30392,21034,11536,8379,500,557,1129,475,461,239,13785,8621,38810,38269,17693,4224,2777,6439,4793,6581,3901,3598,1841,9476,11880,7907,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收利息(万元),397,239,382,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,600,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他应收款(万元),1961,1392,1329,1883,1522,1424,1317,2201,2599,2208,2084,2496,2820,2885,2318,1990,2201,1891,8343,9623,9674,20987,65632,58727,58668,77562,77177,987,1201,1184,1040,1737,961,1037,767,1764,4400,4701,6829,18282,1186,1114,371,8021,667,822,509,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
存货(万元),348853,348360,351851,345600,349916,373177,378685,398281,402210,409769,404155,416868,364238,364235,353820,359686,333878,361286,365492,351469,341791,313728,291712,269291,248965,214453,177772,362104,265470,260674,178155,166530,168479,100888,95649,97401,94490,77795,53624,54872,54035,46897,48342,62892,46651,44733,29044,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
其他流动资产(万元),6427,5310,5171,5212,4734,4592,4069,4089,3928,3753,3530,4120,5564,5408,5196,5503,7419,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
流动资产合计(万元),487971,477267,479634,509995,512606,515077,508979,479303,488819,500370,503974,516685,535427,541426,540727,546706,489353,539804,517767,495705,496067,475324,470509,431217,418742,377610,346452,439580,400104,321649,302324,258382,222333,182500,176653,160222,148869,125658,120075,119377,89766,89351,86695,101473,74310,69716,45091,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
可供出售金融资产(万元),11812,14487,13843,12617,13722,13983,12210,12295,10051,10249,11788,10761,14692,11953,11431,4800,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,0,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,4176,7455,7771,9000,4000,--,--,--,0,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,98,98,217,217,323,323,469,5269,5336,5336,7414,7414,7985,7985,12148,12148,12165,10710,5850,7248,5861,5861,8991,13566,13343,13343,13706,13206,13359,13359,13446,5446,535,535,424,424,312,312,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),28828,29118,29330,103820,104799,106514,21091,20472,20817,21047,21458,22201,22489,23132,23456,25296,25933,26623,26870,27167,27405,27560,21578,21733,22326,23404,23585,4479,4514,4550,4586,4621,4657,4693,4728,4764,4800,4835,4871,4885,4922,4959,4996,592,542,1010,1015,
固定资产原值(万元),111653,--,111637,--,11155,--,111583,--,199121,--,198950,--,193328,--,193280,--,189567,--,189588,--,147425,--,147371,--,111018,--,110775,--,110679,--,110322,--,109868,--,109706,--,110790,--,110707,--,110586,--,113150,--,132735,--,1855,
累计折旧(万元),40532,--,39156,--,9772,--,36264,--,47678,--,43956,--,40270,--,36901,--,33509,--,30089,--,27152,--,24591,--,23153,--,21546,--,19498,--,17300,--,15147,--,12963,--,11411,--,9210,--,6983,--,4858,--,2862,--,792,
固定资产净值(万元),71120,--,72481,--,1383,--,75319,--,151443,--,154994,--,153058,--,156379,--,156057,--,159499,--,120274,--,122780,--,87865,--,89229,--,91181,--,93022,--,94721,--,96743,--,99379,--,101497,--,103603,--,108292,--,129873,--,1063,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,0,--,0,--,0,
固定资产(万元),71120,71822,72481,1328,1383,1443,75319,140731,151443,153131,154994,154388,153058,154718,156379,154412,156057,157756,159499,161866,120274,121523,122780,87391,87865,88506,89229,90229,91181,92083,93022,93728,94721,95754,96743,98295,99379,100418,101497,102658,103603,107195,108292,128662,129873,131062,1063,
在建工程(万元),--,--,--,--,--,--,--,--,--,175,175,175,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
无形资产(万元),31236,31972,32708,21966,22591,23218,36402,37262,38023,38780,39547,40314,41082,41849,42613,43390,44157,44924,45692,46459,47224,47992,48759,48970,49711,50451,51192,51933,52672,53413,54153,54893,55633,56373,57114,57853,58591,59331,60071,60797,61546,64787,65545,46951,47576,48201,48826,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),3874,3365,2715,3802,3881,4027,4198,5057,4367,4176,3779,3233,5440,4532,3966,4080,4907,5739,6560,6806,6495,5661,5023,1678,1678,2733,2733,722,654,569,570,490,490,496,496,582,658,638,638,221,221,224,224,188,189,188,213,
其他非流动资产(万元),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
非流动资产合计(万元),146875,150768,151081,143536,146379,149190,149224,215819,224704,227659,231843,231292,236981,236511,238173,232450,236326,240381,243960,249716,208816,210724,206128,171924,173732,177263,177452,153216,156272,156479,158196,162726,169071,170662,172427,175202,180813,186039,188210,191010,179741,177704,179595,176822,178609,180776,51432,
资产总计(万元),634846,628035,630715,653531,658985,664266,658203,695123,713523,728029,735816,747977,772408,777937,778900,779156,725680,780186,761727,745421,704883,686048,676637,603141,592474,554873,523904,592796,556377,478127,460520,421109,391403,353162,349080,335424,329681,311697,308285,310388,269508,267055,266290,278295,252919,250492,96524,
短期借款(万元),--,--,--,500,500,500,500,1000,1000,1000,--,--,--,--,--,2400,2450,2500,2500,--,6000,16000,16000,22000,10000,5000,5000,5000,5000,--,--,--,0,--,0,--,4000,8780,8780,4000,4000,4000,4000,4000,5000,8000,8000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,0,--,0,--,--,--,--,0,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),660,430,140,256,348,478,588,403,534,1619,1178,757,3199,2889,--,--,160,160,160,--,--,--,--,1692,1902,--,340,3980,3008,498,--,--,0,--,0,--,0,--,--,--,--,--,--,--,200,415,265,
应付账款(万元),26117,28642,33280,35104,36091,34808,37443,58682,86353,91353,98670,92965,82874,86385,93366,79556,74900,76802,83793,66877,24207,10899,11592,7388,7885,9338,11172,6765,6894,13638,19026,10619,10653,8014,5487,485,737,574,584,4277,4463,4791,5498,1503,2492,2510,3381,
预收账款(万元),28402,12793,11899,28685,27622,31504,18829,14054,13226,10108,8376,21602,42106,41745,40640,69185,89671,112497,115506,133735,129641,106400,77578,58410,39480,18030,7693,13742,12932,9100,15483,507,20788,32614,28623,10134,8257,3251,3178,10118,12406,14551,17911,29006,18329,14785,9209,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,--,
应付职工薪酬(万元),752,900,2809,1094,1445,942,1850,801,1022,633,1181,697,843,549,1032,378,429,388,1081,404,526,243,697,285,483,237,618,298,418,264,642,256,400,273,489,269,334,263,429,192,219,221,281,85,98,82,251,
