报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),81364,79180,133841,71844,87443,90206,109045,63342,147566,112735,114212,74601,78244,64131,86478,53549,45709,87745,93151,71046,68418,91821,102562,71187,80591,92273,114221,11930,18950,18685,17714,19749,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,470,651,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,2,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),2829,4448,1575,741,1705,1662,568,903,2295,2722,1896,782,2572,5408,3708,1038,3095,3273,3352,639,930,882,434,253,1158,1292,193,139,1010,106,47,--,
应收账款(万元),548540,487139,494696,458443,407493,354465,369760,302984,259981,236657,249907,256170,234673,205173,215859,208264,170603,137832,150720,142457,133564,131053,137544,144522,136895,124824,120289,123170,100463,88063,59640,37514,
预付款项(万元),7847,9836,8062,6221,8160,7658,5688,6990,8985,6573,2621,3597,3181,2959,774,2950,4990,3722,3263,5188,5208,5474,3729,1214,1920,4061,2133,2210,2110,1613,1381,944,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
应收利息(万元),0,--,1,6,2,--,3,10,3,390,325,216,62,4,3,45,30,26,64,66,278,74,170,54,354,19,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他应收款(万元),30258,33234,23181,30766,31613,26779,23284,20956,17790,15847,10410,14157,12234,12071,6075,10168,8214,5076,4063,6055,5508,5626,4283,5347,6496,6979,4372,5020,3521,3991,4037,2685,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
存货(万元),12315,10255,7097,10545,10904,11288,6444,3746,2814,2865,1909,6538,4117,6103,3831,6591,5800,4286,2525,2244,1919,1298,674,758,423,1358,703,486,401,576,408,941,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),25897,25602,28255,15000,22756,36137,29653,10835,10802,10935,9337,8460,8432,8038,14959,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
其他流动资产(万元),4752,4043,4279,3096,3177,2559,3253,3196,269,169,31,167,525,150,251,--,--,--,--,--,--,--,4,--,0,--,--,--,--,--,--,--,
流动资产合计(万元),713801,653738,700987,596662,573253,531224,548349,412962,450506,388894,390647,364688,344040,304038,331938,282606,238440,241959,257138,227695,215826,236229,249400,223335,227837,230806,241910,142955,126456,113035,83229,61833,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
可供出售金融资产(万元),64726,63765,63446,61614,60165,20443,16380,14041,11541,10541,9541,1601,1601,1601,1601,1601,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,437,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
长期应收款(万元),64961,67529,65811,68496,68584,54263,75066,87182,73874,56959,46315,21280,13475,6718,6718,16538,15493,25326,15012,17055,13536,11464,8941,6348,3222,--,--,--,--,--,--,--,
长期股权投资(万元),2991,3114,3189,3006,3584,3322,3294,12103,3298,3215,3334,3903,1637,7168,6037,1381,2620,2786,2740,2531,2531,4062,2531,2538,2538,2538,2538,2965,2600,2600,1192,1442,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),6615,6941,6986,7171,7356,7542,7727,7981,8168,8356,8544,8732,8919,9106,9292,9554,9213,--,--,--,--,--,--,--,0,--,--,--,--,--,--,329,
固定资产原值(万元),160612,--,154644,--,125168,--,123765,--,57365,--,56727,--,52107,--,43191,--,36247,--,33556,--,29345,--,27871,--,26587,--,26410,--,24592,24104,20474,17468,
累计折旧(万元),64697,--,59222,--,52583,--,48703,--,25889,--,24091,--,23862,--,18030,--,16349,--,14391,--,13158,--,12573,--,11928,--,11001,--,10050,9239,7335,5426,
固定资产净值(万元),95915,--,95422,--,72585,--,75062,--,31476,--,32636,--,28245,--,25162,--,19898,--,19165,--,16187,--,15299,--,14659,--,15409,--,14542,14864,13139,12041,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),95915,93645,95422,71642,72585,74502,75062,35078,31476,31922,32636,30690,28245,24449,25162,20622,19898,18880,19165,16195,16187,15075,15299,14482,14659,14985,15409,15205,14542,14864,13139,12041,
在建工程(万元),2762,2386,909,26735,26197,25037,22574,15374,13856,12784,10237,9350,10680,9666,8660,10750,4239,2581,2491,2750,2017,765,182,113,92,90,39,37,32,11,--,535,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
无形资产(万元),41893,41535,43217,43063,44180,44120,45168,18373,7239,7315,7433,7467,7516,6772,6621,5980,4627,4571,4597,3093,3101,3113,3130,3043,1307,1315,1321,1331,1337,1353,1374,1006,
开发支出(万元),--,--,--,--,--,149,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
商誉(万元),85798,84234,85661,87082,83602,83494,83795,31350,25212,24690,24690,25847,24238,22880,22880,21137,8990,4948,4948,4886,4965,3502,3502,3640,456,456,456,456,456,566,1142,267,
长期待摊费用(万元),4202,4454,4499,1678,1228,1394,1408,1449,956,935,1716,1799,1674,2052,2428,1305,1246,965,1114,665,695,714,691,766,770,641,568,550,417,194,247,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),22181,21370,21514,19376,18275,17924,17897,23827,9016,8761,8761,7654,7618,7301,7361,5493,4907,4337,4886,4126,4585,4878,4805,3446,3383,3383,3383,2192,2293,1436,1104,645,
其他非流动资产(万元),1065,490,728,659,726,1509,746,88513,1193,1116,714,1031,1073,965,808,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,
非流动资产合计(万元),393109,389464,391380,390522,386482,334137,349116,335271,185828,166594,153921,119353,106676,98677,97570,94363,71232,64393,54954,51302,47617,43574,39081,34375,26427,23409,23715,22736,21678,21025,18199,16267,
资产总计(万元),1106910,1043201,1092367,987184,959734,865361,897465,748233,636334,555487,544568,484041,450716,402715,429508,376969,309673,306352,312092,278996,263443,279803,288482,257710,254264,254215,265625,165691,148133,134060,101429,78100,
