报告日期,2017-09-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),37537,36178,45994,59095,46286,73822,46118,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),78890,53979,41801,50909,48169,59924,24478,
应收账款(万元),101279,135349,138984,89212,96261,89628,90450,
预付款项(万元),5471,2224,1830,2182,1746,3313,3431,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),116,768,--,168,--,--,--,
其他应收款(万元),5994,4957,4785,4168,4130,5294,3881,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),48255,50160,52513,42767,54968,51325,46701,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),7783,17756,14968,12048,17097,2261,9146,
流动资产合计(万元),285324,301372,300875,260550,268656,285567,224204,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,300,300,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),8068,7439,7878,8843,13610,13384,11860,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),4613,4697,4739,5276,4736,4895,4199,
固定资产原值(万元),--,144265,144208,141476,137626,--,--,
累计折旧(万元),--,65541,64120,61666,54088,--,--,
固定资产净值(万元),--,78724,80088,79810,83538,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),77893,78724,80088,79810,83538,84200,84263,
在建工程(万元),3618,3255,3170,4251,3552,6539,6081,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),7274,7127,6986,7151,7534,7296,6786,
开发支出(万元),--,--,--,--,--,155,96,
商誉(万元),1109,1159,1167,1093,1029,1057,1089,
长期待摊费用(万元),168,205,220,247,484,218,208,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),3249,3373,3358,2793,2726,1111,991,
其他非流动资产(万元),5963,3326,1878,1398,785,345,519,
非流动资产合计(万元),111955,109304,109484,110861,117994,119500,116394,
资产总计(万元),397279,410676,410359,371412,386651,405067,340598,
短期借款(万元),21580,32900,950,20019,21417,54619,55995,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
