报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),7116,3874,5163,4450,3235,4119,5568,12073,5389,6117,7951,9140,6188,5548,7706,3626,4258,5014,4652,6635,6407,7951,7897,4176,7879,6649,6497,8700,15241,15816,4924,6980,5527,8054,9631,13411,10377,8697,7050,7650,5920,5375,7154,5834,3267,5231,9740,16396,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,1,0,--,--,--,--,--,--,30,--,10,151,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),4781,6641,5318,3988,3551,3257,2484,2773,4781,4263,3717,2224,2904,2581,2282,3472,1693,3535,3270,2945,3802,2507,4349,4326,2704,3227,2054,2323,3923,5079,5095,4205,2960,3017,1867,1169,958,1515,1034,861,1370,3203,3299,2345,3200,5588,5049,1908,
应收账款(万元),7008,9396,7840,7850,8872,8030,7939,7248,12844,12760,11330,10176,13515,12037,13363,13876,11354,11840,11753,11233,9071,10959,10130,9745,7975,7543,7855,8355,7666,7652,9121,8487,7396,8170,6767,6674,7734,8429,10139,9154,10672,10902,10786,12761,10279,10464,11110,13382,
预付款项(万元),3060,2809,2767,952,5769,4766,5954,3411,5404,5411,5281,2601,4390,4032,3377,1134,3206,3922,433,488,3283,2365,2034,919,2672,935,343,233,498,446,195,226,317,228,160,187,187,146,423,265,861,1211,308,973,970,829,1128,1513,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
其他应收款(万元),190,169,162,149,199,139,112,94,248,73,233,94,184,197,142,98,484,324,195,326,415,284,243,500,856,242,--,122,162,139,126,202,197,173,115,509,1865,377,351,736,503,718,516,2975,3970,3294,1887,963,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,156,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
存货(万元),14468,13337,14837,15212,14444,14477,13386,12264,10845,11002,13183,14786,16268,16799,17995,14818,18122,15780,15674,17419,17639,13923,14172,12378,15173,14165,--,14572,13714,13366,14075,15240,14869,10830,11408,8651,16568,17099,17979,19137,23266,21850,22160,20561,20534,18804,15603,13949,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15178,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,4,4,1,2,2,4,
其他流动资产(万元),96,766,1735,814,332,2249,4396,1380,--,141,--,1303,--,180,--,--,--,--,--,--,--,--,--,6000,1000,3500,5000,5800,--,--,--,--,--,0,0,0,--,0,--,--,0,2,5,13,5,6,6,13,
流动资产合计(万元),36720,36991,37822,33415,36403,37037,39838,39243,39512,39767,41696,40326,43450,41372,44865,37023,39118,40414,35977,39047,40616,37989,38825,38044,38260,36260,37083,40105,41205,42498,33536,35339,31266,30473,29949,30602,37691,36263,36977,37803,42592,43260,44232,45467,42256,44218,44534,48278,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,--,--,--,--,--,--,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,4,5,6,7,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,41,--,--,--,--,0,
长期股权投资(万元),2078,2068,2120,2384,2062,2020,1874,2254,1451,1352,1303,1609,1215,1152,408,658,47,161,393,627,108,4,0,50,--,63,196,373,7,7015,314,376,125,218,290,399,15,116,85,128,43,3,--,127,158,232,257,299,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,722,731,
固定资产原值(万元),--,23970,--,23892,--,24666,--,24725,--,24649,--,24489,--,24419,--,24682,--,24461,--,22877,--,22201,--,22294,--,22309,--,22369,--,22694,--,26439,--,26689,0,27178,--,28183,--,28375,--,28113,--,27447,--,27888,--,17150,
