报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),83350,129668,112997,207088,173707,112376,173392,213521,139502,162318,158512,141448,143773,159844,164138,111134,127796,66345,52146,57684,66525,76311,59555,45307,42037,51477,55146,64851,112814,69828,72717,78584,89010,109153,124397,131921,5918,8786,6786,3836,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),32094,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),15578,7745,5314,8544,10080,8973,7747,11583,14587,12509,12433,14709,14555,11478,9635,9114,10882,12040,8959,4618,4468,7539,1040,1715,2433,1971,1799,3205,1534,1895,410,320,490,330,302,112,125,0,130,0,
应收账款(万元),164498,214081,205682,208363,193172,229661,207459,178721,171420,214117,212394,187097,171849,226813,194428,199811,144385,186714,149404,152432,114317,138542,115595,107251,81706,107220,90402,82437,66741,76246,59959,45022,32854,32247,26825,23859,18021,17032,13433,11365,
预付款项(万元),26728,12614,24250,12636,17534,6438,8412,7909,8961,7875,16977,14812,8538,2813,6701,8119,3738,3003,4112,4026,5131,4819,7203,7756,5835,5174,24666,25199,22428,35927,14166,4752,3526,2391,1906,726,3758,1256,349,174,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),1966,1820,--,324,305,197,2,2,1,153,1,5,4,168,8,--,18,39,39,25,24,67,44,103,81,131,169,171,59,542,286,41,1029,731,--,0,0,0,0,0,
应收股利(万元),23862,24278,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,180,181,--,--,--,--,--,--,--,--,--,0,0,0,0,0,
其他应收款(万元),--,102897,79642,86317,45573,31373,38074,32291,30948,38097,55925,54288,40857,22233,30718,26966,40899,19913,21648,26143,26454,20705,19463,19663,21058,22844,15814,8735,5393,4143,5596,4800,5486,2324,2397,1462,1197,995,740,1205,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),709507,692224,615435,587765,613497,576878,530127,534614,571488,565767,559333,537547,514091,509494,527938,506771,499420,482869,458099,410467,367796,345459,302416,269257,234419,210324,181717,166294,138861,121728,105973,100265,74996,56381,40756,30883,19438,16839,14047,9127,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,50900,37000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),49260,47060,84811,62217,48294,68790,54559,42423,52430,52996,50224,50224,50000,50706,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
