报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),28318,27993,26274,15907,12170,12094,15707,12511,12002,21659,21460,23546,21788,57026,23671,34845,57029,52639,55581,50045,77724,79684,82471,83525,99422,98333,98219,97273,107736,114249,117965,119560,9132,11437,6468,12001,2302,1296,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收票据(万元),4006,5545,3530,4679,2712,7496,2523,3888,4141,3751,3192,3829,3645,3949,2604,3150,1399,1643,677,902,902,560,831,278,389,846,493,915,1047,831,285,350,145,192,0,--,--,0,
应收账款(万元),12681,10060,13605,10538,9990,8263,10946,13599,13209,9822,10387,5119,6387,6215,10815,9986,8411,7553,8204,9911,9478,5581,4075,5346,5837,4623,3143,6086,3175,4370,5034,5434,3913,4422,5390,3558,1740,3008,
预付款项(万元),2986,2609,6958,5572,2815,412,1979,1122,1277,1295,1974,2152,1546,744,929,984,249,1082,1332,1436,915,302,401,344,505,401,1489,2695,4427,802,2615,1982,1127,801,894,431,96,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,
