报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),1284915,1188926,634140,1042189,1010032,1257074,1633408,1511568,1808595,1723858,1408717,1140474,1173805,641680,406322,186797,124707,79029,41102,36360,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融资产(万元),54367,31939,27524,14009,8322,6906,10401,10118,5725,4196,1985,5437,1487,7282,3440,17,2198,1389,1503,29,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收票据(万元),3,134,134,83,13,495,--,--,--,72,135,190,--,19570,3000,3756,738,175,1874,33,
应收账款(万元),87921,96705,135164,87378,76251,84496,60909,58441,65003,87806,66790,60365,78141,48484,60308,42062,8468,7737,7481,6842,
预付款项(万元),7956,4354,13692,11553,8419,2752,4408,11242,10200,6005,13205,6773,7621,13305,9382,10406,5387,759,0,0,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收利息(万元),10645,7382,3485,13126,9561,11130,12474,14940,14562,14544,13808,16966,25971,8038,9276,3154,924,837,787,445,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应收款(万元),42751,16034,53801,54511,62907,64025,37064,50882,15138,18363,8711,8295,3781,4058,12071,9254,9796,2055,736,700,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
存货(万元),9827,10772,9487,25462,29055,8674,6047,11754,6970,5789,19217,5021,5498,2980,3117,6019,7837,4028,2735,2596,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动资产(万元),3298,3608,73304,78330,36425,78268,262279,381944,1017806,1046329,859252,924943,938563,548736,9281,10056,34865,30759,0,0,
流动资产合计(万元),1501682,1359855,950731,1326641,1240985,1513820,2026990,2050889,2943999,2906962,2391820,2168464,2234866,1294133,516196,271523,194921,126768,56220,47005,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
可供出售金融资产(万元),12534,12534,12534,34,34,34,34,34,34,34,38,38,38,--,--,--,0,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期应收款(万元),21754,22800,15837,12063,10140,9022,3104,843,883,9419,9266,--,--,--,--,--,0,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产原值(万元),--,1493,--,1285,--,1260,--,967,--,909,--,741,571,524,452,--,207,--,--,--,
累计折旧(万元),--,677,--,593,--,511,--,500,--,444,--,390,363,272,179,--,39,--,--,--,
固定资产净值(万元),--,816,--,693,--,749,--,468,--,464,--,351,207,252,272,--,168,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产(万元),775,816,729,693,716,749,482,468,462,464,335,351,207,252,272,262,168,49,41,35,
在建工程(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
无形资产(万元),84,89,81,86,56,59,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,17,32,70,15,14,0,1,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税资产(万元),1586,1439,1269,102,--,97,1243,1930,3025,1768,2794,1405,673,638,204,124,90,19,27,9,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
非流动资产合计(万元),36732,37678,30450,12977,10946,9960,4863,3274,4404,11685,12433,1794,918,907,508,456,273,82,68,45,
资产总计(万元),1538414,1397533,981181,1339619,1251931,1523780,2031853,2054163,2948403,2918648,2404252,2170258,2235784,1295040,516704,271979,195194,126850,56288,47050,
短期借款(万元),1201107,1001040,599672,668920,601828,854270,1076044,943111,1629307,1309914,1010314,963887,1002908,568379,379814,173239,163377,106769,36116,34116,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
交易性金融负债(万元),52624,23551,16777,6658,2733,244,5957,15443,20939,10919,9705,10222,43,6448,3338,2382,442,9,516,3,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,3000,3000,3000,3000,3000,3200,5000,10666,12039,0,0,431,0,
应付账款(万元),31637,35698,58111,58119,54227,48036,28619,32594,32066,54596,47228,40673,58471,38486,83311,45163,11670,3761,5696,7088,
预收账款(万元),11826,15454,19684,17856,27412,11244,6035,4842,6465,5693,6575,2642,4091,6358,2761,1975,1855,3411,151,153,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付职工薪酬(万元),406,1057,365,407,365,872,286,339,268,683,217,206,482,280,240,189,54,38,29,10,
应交税费(万元),4392,2739,3041,766,213,77,673,1376,4974,2681,4066,2037,1823,1279,644,899,-255,335,723,-63,
应付利息(万元),9720,4782,1942,6082,1484,4690,8758,11439,22614,15827,12611,13360,20546,2174,6743,230,1245,566,1264,785,
应付股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他应付款(万元),13521,69242,14450,11452,10612,8033,17253,11433,10297,20080,19828,12885,13774,35436,2901,13464,4689,1176,3802,1678,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
其他流动负债(万元),79695,114918,131566,440214,425987,476244,773641,917479,1110786,1393193,1193840,1029430,1053144,527620,--,--,0,--,--,--,
流动负债合计(万元),1404928,1268481,845607,1210473,1124861,1403710,1917267,1941057,2840716,2816587,2307384,2078342,2158483,1191460,490418,249580,183077,116065,48728,43770,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,36905,72905,--,--,0,--,--,--,
长期应付款(万元),2797,2967,2391,1718,1467,1254,253,--,--,402,400,--,--,--,--,--,0,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
递延所得税负债(万元),--,--,--,--,103,--,--,--,--,--,--,--,217,175,--,--,0,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
非流动负债合计(万元),2797,2967,2391,1718,1571,1254,253,0,0,402,400,0,37121,73081,0,0,0,0,0,0,
负债合计(万元),1407725,1271448,847999,1212191,1126431,1404964,1917520,1941057,2840716,2816989,2307784,2078342,2195604,1264541,490418,249580,183077,116065,48728,43770,
实收资本(或股本)(万元),37651,37651,37651,37670,37670,37670,37671,15072,15066,15066,14800,7400,5550,5550,5550,5550,5000,5000,1164,1000,
资本公积(万元),29538,29538,28897,29066,29066,29066,27342,49941,49742,49742,43151,50551,6406,6406,6406,6406,2001,2001,2836,0,
减:库存股(万元),3805,3805,3857,4045,4164,6772,6750,6806,6601,6601,--,--,--,--,--,--,0,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
盈余公积(万元),6862,6862,6245,6245,6245,6245,4388,4388,4388,4388,3516,3516,2811,1770,1306,904,223,123,478,227,
一般风险准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
未分配利润(万元),59589,55479,64254,58672,57072,53036,51462,50336,45068,38966,35638,30676,25604,17003,13093,9595,4615,3339,3056,2051,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-94,3,25,26,2,
归属于母公司股东权益合计(万元),130689,126085,133183,127428,125500,118816,114333,113106,107687,101658,96469,91916,40180,30525,26262,22361,11841,10487,7560,3280,
少数股东权益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,-26,24,38,277,298,0,0,
所有者权益(或股东权益)合计(万元),130689,126085,133183,127428,125500,118816,114333,113106,107687,101658,96469,91916,40180,30499,26286,22399,12118,10786,7560,3280,
负债和所有者权益(或股东权益)总计(万元),1538414,1397533,981181,1339619,1251931,1523780,2031853,2054163,2948403,2918648,2404252,2170258,2235784,1295040,516704,271979,195194,126850,56288,47050,		
  
