报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31,
货币资金(万元),241286,119169,159142,211136,156731,283731,137552,114800,175221,134762,166854,172637,230624,231081,237517,433122,233519,288590,166045,234429,150393,232178,80566,56341,50793,23698,37812,33115,42076,38532,27041,55679,3794,1554,3939,2244,1501,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
交易性金融资产(万元),426,3707,3852,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收票据(万元),16401,11139,10532,28182,23664,39778,21402,10197,21497,28728,38413,43688,25496,16892,7877,8800,3642,5030,5923,22639,39551,11018,24344,21783,19944,16649,4935,8029,7148,4276,2873,1356,1547,2377,339,60,72,
应收账款(万元),980703,759019,750628,877577,895180,710609,775793,712198,638194,440846,490458,401662,385430,317659,337402,340040,290816,218304,191158,179907,183694,99088,116097,100641,75174,35426,39468,20361,14358,17374,15827,11695,8977,8212,8802,4802,3967,
预付款项(万元),10166,9446,9850,22109,18714,9721,9769,18480,9317,11462,3494,22072,20204,14309,12442,16853,21400,15530,7401,10850,11671,21281,12626,9761,8689,15683,19415,29081,38044,40946,38532,16183,6676,2374,1356,2729,1123,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收利息(万元),30,26,21,454,356,146,48,48,14,70,64,111,481,340,380,--,--,--,--,--,--,1,--,0,0,0,0,65,53,33,27,65,0,0,0,0,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他应收款(万元),9950,40616,27173,16326,14577,14453,17377,10980,13965,9575,8518,15831,24866,15255,12793,6468,2897,5329,3709,10856,1139,1111,1796,2940,1211,447,773,1228,1679,1733,779,1183,812,608,434,212,232,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
存货(万元),978007,830893,767977,689389,586281,482603,451061,439343,410682,350998,329594,317640,293478,294066,292767,304120,353821,230785,182007,148833,137850,81365,62621,50894,53084,48151,38867,37083,28032,25467,16500,12999,9863,7867,6122,4329,1909,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
一年内到期的非流动资产(万元),420,558,553,555,544,678,531,1149,950,639,639,633,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
其他流动资产(万元),92725,85674,84376,79258,76989,58892,67584,97452,62744,34993,28801,70328,32190,23317,58126,108896,35337,30549,24163,22779,18109,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
流动资产合计(万元),2330114,1860247,1814104,1924986,1773037,1600611,1481117,1404646,1332583,1012074,1066833,1044603,1012768,912919,959304,1218299,941433,794117,580406,630294,542406,446042,298051,242360,208896,140055,141270,128963,131391,128360,101579,99160,31669,22993,20992,14377,8803,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
可供出售金融资产(万元),39489,37603,37972,37581,36069,34203,32196,24153,23961,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,--,
