报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),489374,601816,574539,528531,530098,514343,444678,405498,407187,516201,473056,568454,575425,694476,803767,844429,611086,732276,342560,404508,325740,401575,517348,423063,373404,449535,455671,479267,692488,354618,368139,340081,430025,409376,335748,231290,272812,236262,222246,184689,188894,153167,129521,146143,141297,131669,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,
交易性金融资产(万元),--,--,--,--,--,--,--,1577,--,63,--,--,91,112,--,8,387,117,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,0,--,0,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,
应收票据(万元),412865,401055,453299,340246,375739,347131,275115,320833,342619,316305,301520,367635,418286,513606,472279,502972,579357,626440,613553,591337,527554,505266,597124,676441,639527,489831,614522,668581,540431,511751,496001,417669,406465,382287,420404,327468,189418,248700,245334,266909,200068,180464,193017,171432,136234,185252,
应收账款(万元),200227,159265,187693,165822,184276,154030,201148,176304,186277,157756,199137,181203,193079,155032,159829,151031,176300,135067,171963,137643,147132,116373,170953,152287,117135,106893,129886,115424,119241,111930,117504,120600,127903,118082,130504,110648,112051,93641,110714,103780,113239,110651,114049,105162,124179,115489,
预付款项(万元),182922,169704,226807,206775,97969,86262,166357,207733,198261,184572,230434,225086,221222,234368,467930,408735,398084,274826,373796,373267,317346,284217,206366,219304,318604,182817,212798,152632,206479,214792,94335,117648,149195,72363,81602,86329,78318,74104,78535,99481,61562,65183,79345,45135,26407,36556,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,--,--,--,--,0,0,--,--,0,
