报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),69367,109601,42035,40168,55494,71729,66094,65398,66607,56176,36730,31984,36315,26701,24871,24284,16093,19279,19183,30653,31106,29156,21480,19565,8402,15978,17155,16555,13750,13562,32483,27851,22731,16673,5604,4169,14802,7362,9400,13568,13629,13856,18517,9621,17922,12596,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
交易性金融资产(万元),1925,1969,2006,2035,2060,2038,1968,1941,1879,1854,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,31,33,29,24,25,29,34,43,71,73,60,46,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收票据(万元),35,108,81,35,25,20,141,410,31,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收账款(万元),19248,19332,27757,21594,15809,18348,24085,17929,16060,21243,31431,15186,13081,16432,28626,19225,12868,14153,35372,27066,12981,13244,24320,16534,12004,14037,21740,22010,13216,15762,20818,16180,9869,12680,16775,14976,16460,20810,17606,18352,21273,21643,22209,15819,22045,21170,
预付款项(万元),2129,2281,11478,7538,5179,3936,5981,8588,3094,3243,5752,10856,6132,6790,4327,5391,4010,5112,4780,1031,704,1073,2111,2644,1437,1712,177,1122,708,2967,3654,2115,2201,4590,2184,4769,2915,3695,2622,2034,1517,900,728,770,1098,1350,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,0,--,--,--,--,--,0,
