报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),13885,22019,23619,19935,19508,18773,31042,35918,33225,33196,31980,32506,11715,10633,8095,7060,7261,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3106,2706,4394,5147,3363,3156,2716,2990,3011,3029,3161,3705,3024,2551,4749,2998,2096,
应收账款(万元),14612,12658,12175,16638,14635,13481,12299,13280,12232,11296,11310,12879,11593,10983,9423,7453,6171,
预付款项(万元),456,362,590,263,406,311,290,397,309,234,613,325,434,123,546,333,1274,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),7,3,--,--,9,8,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),363,367,316,584,327,353,584,615,474,571,637,565,938,663,640,1723,1413,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),11226,10098,8381,8934,9935,8921,7862,7828,7988,8755,8528,8469,8785,8008,7907,5867,6255,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,94,--,--,--,
其他流动资产(万元),16214,10867,10916,12149,13106,13156,113,101,96,120,98,256,203,89,83,90,55,
流动资产合计(万元),59868,59078,60390,63650,61289,58158,54905,61130,57335,57201,56327,58705,36692,33145,31442,25524,24526,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,92,102,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),2900,2900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,26576,--,26189,--,25005,--,23866,--,23352,--,20587,--,20241,18708,15160,13173,
累计折旧(万元),--,11026,--,11258,--,10422,--,10086,--,9304,--,8607,--,7888,6441,5266,4311,
固定资产净值(万元),--,15550,--,14931,--,14583,--,13780,--,14048,--,11980,--,12353,12268,9894,8863,
固定资产减值准备(万元),--,72,--,72,--,72,--,71,--,71,--,70,--,71,56,56,56,
固定资产(万元),15368,15478,11791,14859,14265,14511,14581,13710,13801,13977,11621,11910,12095,12282,12212,9838,8807,
在建工程(万元),5661,3028,4021,3703,4066,3754,3923,4381,4457,3191,4320,4046,3270,3445,1618,810,43,
