报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,
货币资金(万元),1518062,1542718,1208028,1165493,1230269,1096305,969413,935423,1359858,1101523,1224874,362954,649911,589070,402849,381620,216437,163732,174626,154168,138866,152421,152687,150327,150956,154472,148140,151983,149941,147257,154046,156341,158152,159016,26933,25443,19985,15514,260,
结算备付金(万元),274272,228074,233494,223220,189763,173120,207076,160981,164822,151924,145482,4234,9912,1897,571,506,53,1083,13,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
交易性金融资产(万元),316128,327197,266882,272277,242405,274718,117249,275098,98809,193538,196755,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,9,0,0,
衍生金融资产(万元),62,46,25,48,57,55,73,238,300,357,386,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收账款(万元),42325,39083,32933,31879,30589,32990,27675,24534,23633,36338,32842,35396,35270,18071,10397,8225,6515,7700,4919,3713,3995,4973,3758,3784,4097,3719,3283,3275,3867,2612,2779,3079,3139,2526,2460,1848,1733,1333,41,
预付款项(万元),7365,16986,5667,6111,7132,9021,6747,5878,4367,5394,5942,4400,3824,1784,2058,1358,1093,1196,781,630,1338,1290,1150,1027,1235,1164,1129,14784,14698,14390,4630,485,416,351,524,522,380,199,30,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收利息(万元),23080,21206,18499,14435,12248,10812,5935,5046,2320,5131,5098,1244,2257,2590,1437,1767,978,1773,1599,2278,1952,2479,2309,4739,3532,3097,3153,2949,1887,2959,2102,1637,821,96,26,253,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他应收款(万元),333548,364776,229542,160201,146565,206915,167927,127362,280716,179368,145145,74084,1181314,186441,155699,16716,45895,50702,20937,3415,344,308,260,238,268,277,263,168,157,176,106,117,121,125,133,134,188,67,87,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
应收保证金(万元),76756,52393,59353,40495,59890,52198,46749,31817,37539,59527,50384,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
买入返售金融资产(万元),261742,286958,546825,369203,208653,220039,121295,63655,27628,15865,3120,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
存货(万元),14379,14336,14225,14162,14061,13804,13492,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他流动资产(万元),107891,44768,34237,37235,35033,55373,55732,51921,51934,17742,28379,15708,23515,28080,22030,--,7000,20000,20000,20000,13000,--,0,--,0,--,6000,--,--,--,--,--,0,--,0,200,0,0,0,
流动资产合计(万元),3956155,3969107,3634006,3106652,2751421,2630200,2164636,1973244,2199766,1877716,1974404,498020,1906003,827933,595041,410192,277970,246187,222875,184204,159495,161470,160165,160115,160089,162730,161967,173158,170549,167393,163664,161658,162649,162114,30076,28400,22296,17112,419,
发放贷款及垫款(万元),147,53,289,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
可供出售金融资产(万元),8973,8979,8999,9625,9632,9651,9660,12179,12159,9692,9792,43134,37500,4770,2820,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
长期股权投资(万元),42807,43386,41044,37560,35737,35542,30577,29921,28547,27320,26626,25630,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
固定资产原值(万元),226303,--,214571,--,212761,--,201483,--,62807,--,54674,--,15544,--,10257,--,9903,--,9261,--,8506,--,8034,--,7763,--,7344,--,5096,--,4648,--,2314,--,1672,1521,1170,0,0,
累计折旧(万元),47178,--,38443,--,31393,--,23416,--,18443,--,15116,--,6162,--,5408,--,4726,--,4076,--,3583,--,3031,--,2482,--,1926,--,1432,--,966,--,705,--,530,458,273,0,0,
固定资产净值(万元),179125,--,176127,--,181368,--,178067,--,44364,--,39558,--,9383,--,4848,--,5177,--,5185,--,4923,--,5002,--,5281,--,5418,--,3664,--,3683,--,1609,--,1143,1063,898,0,0,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
固定资产(万元),179125,172387,176127,178554,181368,181615,178067,174385,44364,40402,39558,12611,9383,6866,4848,5055,5177,5254,5185,4938,4923,4828,5002,5078,5281,5271,5418,3661,3664,3806,3683,1912,1609,1212,1143,1063,898,761,67,
在建工程(万元),4473,4459,4383,7187,4945,2926,2926,2449,1476,1325,1908,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
无形资产(万元),5936,6223,6920,5962,5994,6402,6827,18400,18451,18460,18673,14064,13276,12979,13050,13112,13178,13277,13369,13454,13544,13640,13748,13831,13789,13846,13943,86,92,75,80,86,89,44,18,20,24,16,0,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
商誉(万元),293217,293217,293217,293217,293217,293217,293217,293217,293217,293217,293217,750,750,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,473,0,0,0,
长期待摊费用(万元),8294,7833,7864,3886,3471,3586,3857,4321,4547,4631,3955,1899,1511,1082,1136,1204,1270,1344,1280,1169,825,611,672,741,402,463,523,584,212,233,260,290,320,351,375,398,480,0,0,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
递延所得税资产(万元),9533,8277,11626,5789,5674,5354,5129,5047,4901,5294,5214,1385,1049,894,909,123,104,99,96,96,80,76,76,66,57,58,46,35,39,23,24,31,31,26,25,16,0,0,0,
其他非流动资产(万元),--,--,--,500,500,500,3690,--,121123,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
非流动资产合计(万元),552504,544815,550469,542280,540537,538793,533951,539920,528786,400343,398943,99473,63469,27065,23236,19967,20201,20447,20403,20131,19845,19628,19972,20189,20003,20111,20404,4839,4481,4610,4521,2792,2523,2106,2035,1970,1402,778,67,
资产总计(万元),4508660,4513922,4184476,3648932,3291958,3168993,2698587,2513164,2728552,2278059,2373348,597493,1969471,854997,618277,430159,298171,266634,243278,204335,179340,181099,180137,180304,180091,182841,182371,177997,175030,172004,168185,164450,165172,164219,32110,30371,23698,17889,486,
短期借款(万元),196319,156476,29799,57012,43350,8853,7358,10000,10319,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
交易性金融负债(万元),--,--,--,--,19824,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
衍生金融负债(万元),54,132,206,184,198,236,232,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,0,
