报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31,
货币资金(万元),396456,280276,282354,185703,248330,372454,309548,594527,349289,383970,571918,109128,149692,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),23372,6480,9505,9059,8376,8477,7582,7270,4491,4349,4280,6535,7152,
应收账款(万元),10709,15118,16761,15007,17824,22769,20810,18919,15746,17044,11526,9463,10480,
预付款项(万元),540,840,1452,1160,535,1530,691,1235,1757,16451,11421,7890,2614,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,2,--,--,--,--,--,--,--,--,
应收股利(万元),8400,8817,--,--,--,17243,--,103,103,--,--,--,--,
其他应收款(万元),5051,9933,3574,3420,1932,3912,4270,7302,23856,29703,161487,18558,2725,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),21637,21955,21399,21533,19722,20363,19966,19034,21340,22824,20979,20639,17699,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),30995,35221,29731,20978,19877,18707,15417,926,2613,2613,2613,106,--,
流动资产合计(万元),497159,378642,373867,256860,316598,465454,378284,649315,419195,476953,784223,172319,190362,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),70967,71038,71038,71038,71038,71038,71038,68162,68162,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),202985,192807,162028,154322,150520,144165,147103,103920,100318,172765,162334,122604,95439,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),603,606,610,614,629,636,643,417,592,599,605,618,631,
固定资产原值(万元),--,--,2183350,2181989,1841553,--,1823745,--,--,1154309,--,--,--,
累计折旧(万元),--,--,869220,841089,740209,--,641109,--,--,415382,--,--,--,
固定资产净值(万元),--,--,1314131,1340900,1101344,--,1182636,--,--,738927,--,--,--,
固定资产减值准备(万元),--,--,625,625,625,--,866,--,--,--,--,--,--,
固定资产(万元),1609388,1140481,1313506,1340275,1100719,1140109,1181771,1186470,1012845,738927,779307,857062,919997,
在建工程(万元),121056,604539,590149,583099,965582,948667,925468,827331,621598,704524,582171,930829,546988,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),19,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),189161,189453,193102,200974,93463,94799,94024,66211,65800,60123,61091,59343,47937,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,6,6,6,6,--,--,
长期待摊费用(万元),202,220,238,256,359,52,14,6,19,49,62,81,55,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),14813,14478,14750,16457,17557,14543,14802,16365,7817,7698,7215,2631,2549,
其他非流动资产(万元),10527,12640,5481,5174,566,751,530,5972,24055,--,--,--,--,
非流动资产合计(万元),2219721,2226262,2350903,2372209,2400431,2414760,2435394,2274860,1901212,1684690,1592792,1973168,1613597,
