报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),59642,47672,31641,20749,13088,10649,17364,6773,
结算备付金(万元),--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,
应收票据(万元),30806,27794,35608,31265,29199,19150,17957,12150,
应收账款(万元),88519,81684,74844,73203,50858,47993,39561,31625,
预付款项(万元),294,352,70,213,114,51,75,100,
应收保费(万元),--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,
其他应收款(万元),861,841,645,530,713,644,1256,866,
应收出口退税(万元), --,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,
存货(万元),21796,22040,23507,28958,30344,31374,19345,12302,
待摊费用(万元),--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,
其他流动资产(万元),60615,826,4405,1166,4210,8753,982,4,
流动资产合计(万元),262534,181209,170720,156083,128525,118614,96540,63820,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,
长期股权投资(万元),1319,1293,1258,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,
固定资产原值(万元),--,7020,6862,4992,--,4646,--,--,
累计折旧(万元),--,3521,3223,2687,--,2051,--,--,
固定资产净值(万元),--,3499,3639,2305,--,2596,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,
固定资产(万元),4063,3499,3639,2305,2462,2596,2057,1973,
在建工程(万元),16,16,16,--,--,--,--,255,
工程物资(万元),--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,
无形资产(万元),1534,770,850,310,156,109,15,32,
开发支出(万元),--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,
长期待摊费用(万元),354,388,457,340,406,426,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,
递延所得税资产(万元),3311,3372,2845,4575,3125,3542,1482,622,
其他非流动资产(万元),1204,2051,1211,1497,204,45,--,--,
非流动资产合计(万元),11801,11389,10276,9025,6353,6717,3555,2882,
资产总计(万元),274335,192598,180996,165108,134878,125331,100095,66702,
短期借款(万元),--,--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,
应付票据(万元),18743,14505,11148,17801,16006,14241,8440,6186,
应付账款(万元),12155,15716,13860,17482,18182,17973,13354,6936,
预收账款(万元),2001,1948,4653,3084,814,1018,1227,201,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,
应付职工薪酬(万元),2517,3395,3543,3939,2446,2861,2233,1805,
应交税费(万元),1679,1164,1651,2911,3315,3871,1968,2683,
应付利息(万元),--,--,--,--,--,--,--,--,
应付股利(万元),--,--,2000,--,--,--,4540,7420,
其他应交款(万元),--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,
其他应付款(万元),168,105,840,600,121,154,62,88,
预提费用(万元),--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,
其他流动负债(万元),--,--,30,111,--,15,374,--,
流动负债合计(万元),37262,36834,37725,45928,40883,40133,32198,25320,
长期借款(万元),--,--,--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,
预计非流动负债(万元),2105,2092,1690,1306,980,866,359,315,
长期递延收益(万元),1852,1967,2237,1756,1476,1462,1287,938,
递延所得税负债(万元),--,--,--,--,5,1,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,
非流动负债合计(万元),3958,4059,3927,3062,2460,2329,1646,1252,
负债合计(万元),41220,40892,41653,48990,43343,42462,33843,26573,
实收资本(或股本)(万元),42000,36000,36000,36000,30000,30000,1359,1049,
资本公积(万元),93836,23973,23973,23973,29973,29973,14348,1162,
减:库存股(万元),--,--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,--,
盈余公积(万元),5408,5408,5408,3748,1475,1475,5643,4715,
一般风险准备(万元),--,--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,--,
未分配利润(万元),91866,86319,73955,52394,30061,21417,44902,33204,
拟分配现金股利(万元),--,--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),233115,151706,139343,116118,91535,82869,66252,40130,
