报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),3641,22649,19496,17002,11908,11812,12224,14748,21491,17488,19490,26703,7328,7566,7144,6336,4830,4715,2684,1630,2878,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,5,--,--,--,--,--,--,--,
应收账款(万元),10507,13822,10050,11961,21450,17888,11390,11980,14359,18229,11017,12052,15338,14086,9614,8728,5205,2763,3895,3480,2618,
预付款项(万元),511,472,567,29,1061,837,265,105,104,594,26,32,349,243,1369,286,813,424,713,230,395,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),1692,1586,1027,1273,1553,1218,874,936,1497,1497,1038,681,2648,2118,1757,1288,994,890,559,406,609,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),6536,5908,6809,5721,6515,7573,7239,6915,6886,7083,7170,6243,6775,7214,6989,4531,3543,2959,2900,1937,1630,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),170,281,1478,130,267,277,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动资产合计(万元),23058,45785,39426,36116,42755,39604,31992,34683,44337,44891,38740,45712,32437,31233,26872,21170,15385,11751,10751,7683,8131,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1170,1095,479,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),123580,--,0,479,419,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),430,440,449,458,467,477,486,504,514,523,533,542,552,561,599,637,674,693,712,750,--,
固定资产原值(万元),--,12130,--,12214,--,12090,--,12155,--,12015,--,11496,11516,11512,11272,--,--,8098,--,--,--,
累计折旧(万元),--,5314,--,5147,--,4764,--,4615,--,4348,--,3971,3793,3605,3032,--,--,1650,--,--,--,
固定资产净值(万元),--,6816,--,7066,--,7327,--,7539,--,7667,--,7524,7723,7907,8240,--,--,6448,--,--,--,
固定资产减值准备(万元),--,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),6613,6789,7038,7066,7161,7327,7297,7539,7628,7667,7351,7524,7723,7907,8240,7816,6796,6448,6547,5844,1602,
在建工程(万元),2992,2946,2593,2532,1557,1422,678,326,169,48,356,256,126,31,82,10,53,305,39,74,2982,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),795,768,1313,1325,1333,1341,1346,1349,1353,1364,1366,1377,1387,1374,1412,1435,856,870,881,907,1329,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),58,77,96,115,191,154,198,201,182,230,223,255,288,307,431,66,37,19,48,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),169,169,248,279,392,392,327,327,397,401,180,180,247,209,135,131,84,50,62,63,35,
其他非流动资产(万元),465,465,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动资产合计(万元),136271,12748,12217,12254,11520,11111,10331,10246,10242,10234,10008,10135,10323,10390,10898,10094,8500,8385,8289,7637,5948,
资产总计(万元),159328,58533,51643,48370,54275,50716,42323,44929,54579,55125,48748,55847,42760,41623,37770,31264,23886,20136,19040,15320,14079,
短期借款(万元),11000,6000,8000,3000,5000,--,--,1000,8500,5500,7000,12200,12700,9700,9400,5800,8200,6500,4500,2000,2800,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付账款(万元),5444,9822,2569,3614,6850,9261,2180,2908,5896,8759,2856,2936,4512,6926,4836,4571,2707,1495,2387,2415,1580,
预收账款(万元),11,86,279,45,514,494,7,81,20,323,131,239,357,363,422,769,345,132,186,228,160,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),208,220,178,219,247,304,192,243,393,428,235,235,282,329,409,307,179,129,133,151,96,
应交税费(万元),138,342,321,189,651,523,108,132,358,569,404,480,1152,909,1024,467,651,284,403,209,204,
应付利息(万元),--,4,--,--,--,--,--,--,--,3,--,--,--,7,9,7,9,8,6,10,5,
应付股利(万元),--,--,--,--,--,--,--,738,--,--,--,--,370,--,--,--,--,--,--,11,11,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),99046,2107,363,769,360,266,376,381,456,602,343,1590,390,260,342,292,251,101,401,545,837,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1300,1200,1200,300,100,
其他流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
流动负债合计(万元),115846,18582,11711,7836,13622,10848,2863,5483,15622,16183,10970,17680,19764,18494,16442,12212,13642,9848,9217,5868,5793,
长期借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,700,1300,2500,2800,
应付债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期递延收益(万元),2,63,63,142,142,142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他非流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
非流动负债合计(万元),2,63,63,142,142,142,0,0,0,0,0,0,0,0,0,0,0,700,1300,2500,2800,
负债合计(万元),115848,18645,11774,7977,13763,10990,2863,5483,15622,16183,10970,17680,19764,18494,16442,12212,13642,10548,10517,8368,8593,
