报告日期,2017-09-30,2017-06-30,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),32736,6251,5155,1369,3593,1160,
结算备付金(万元),--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,160,120,
衍生金融资产(万元),--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,
应收账款(万元),13914,11232,10445,9583,4391,4006,
预付款项(万元),1835,839,518,233,212,323,
应收保费(万元),--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,
其他应收款(万元),323,182,185,123,124,199,
应收出口退税(万元), --,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,
存货(万元),20061,18524,15943,12699,9163,9316,
待摊费用(万元),--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,
一年内到期的非流动资产(万元),676,715,713,502,154,36,
其他流动资产(万元),1473,1076,1116,1086,615,1472,
流动资产合计(万元),71018,38818,34075,25595,18411,16633,
发放贷款及垫款(万元),--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,
固定资产原值(万元),--,--,23680,20675,14912,--,
累计折旧(万元),--,--,8540,6748,5414,--,
固定资产净值(万元),--,--,15139,13927,9498,--,
固定资产减值准备(万元),--,--,--,--,--,--,
固定资产(万元),16723,16830,15139,13927,9498,9994,
在建工程(万元),2784,1150,901,752,8166,35,
工程物资(万元),--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,
无形资产(万元),2748,2481,2538,2569,2569,2493,
开发支出(万元),--,--,--,--,--,--,
商誉(万元),821,821,821,821,821,821,
长期待摊费用(万元),5751,6002,6323,6044,1817,43,
股权分置流通权(万元),--,--,--,--,--,--,
递延所得税资产(万元),205,167,151,221,66,110,
其他非流动资产(万元),611,248,1327,8,99,99,
非流动资产合计(万元),29643,27700,27201,24343,23037,13595,
资产总计(万元),100661,66519,61276,49938,41448,30227,
短期借款(万元),9560,9360,8833,5254,9400,3100,
向中央银行借款(万元),--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,
交易性金融负债(万元),6,--,--,172,--,--,
衍生金融负债(万元),--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,
应付账款(万元),9664,9019,6502,7317,4125,4640,
预收账款(万元),724,437,373,348,281,552,
卖出回购金融资产款(万元),--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,
应付职工薪酬(万元),2761,2648,2622,1820,1340,1026,
应交税费(万元),1138,1438,1113,1571,593,509,
应付利息(万元),23,18,26,9,131,6,
应付股利(万元),--,5,--,--,--,1875,
其他应交款(万元),--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,
其他应付款(万元),111,470,503,121,87,61,
预提费用(万元),--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,
一年内到期的非流动负债(万元),539,422,457,310,114,--,
其他流动负债(万元),--,--,--,--,--,--,
流动负债合计(万元),24526,23817,20430,16922,16070,11769,
长期借款(万元),--,--,--,--,--,--,
应付债券(万元),--,--,--,--,--,--,
长期应付款(万元),242,322,537,701,915,--,
专项应付款(万元),--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,
长期递延收益(万元),--,--,--,--,--,--,
递延所得税负债(万元),51,51,51,51,91,81,
其他非流动负债(万元),181,173,151,--,--,--,
非流动负债合计(万元),474,546,739,752,1006,81,
负债合计(万元),25000,24364,21169,17674,17076,11850,
实收资本(或股本)(万元),10000,7500,7500,7500,7500,6728,
资本公积(万元),40538,10841,10841,10036,10036,1128,
减:库存股(万元),--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,
盈余公积(万元),913,913,913,221,0,1255,
一般风险准备(万元),--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,
未分配利润(万元),16096,14455,12184,7656,2308,8680,
拟分配现金股利(万元),--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,
归属于母公司股东权益合计(万元),67960,34507,32426,25813,19798,17792,
少数股东权益(万元),7702,7648,7681,6452,4574,586,
所有者权益(或股东权益)合计(万元),75661,42155,40108,32265,24372,18378,
负债和所有者权益(或股东权益)总计(万元),100661,66519,61276,49938,41448,30227,		
  
