报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),19084,38366,18529,30035,12627,16433,14735,9578,20196,14893,20113,17159,14850,23580,19941,11191,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),9395,1585,457,1099,879,2134,4205,18934,11115,13626,9611,12279,--,7301,18528,8142,
应收账款(万元),123918,92114,73001,71853,66348,69253,65736,42811,50852,32467,41812,34586,49905,36427,18666,16463,
预付款项(万元),2974,354,393,338,161,133,872,1928,1341,2493,1668,5359,--,3998,158,402,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),2746,1619,1342,1398,1840,3090,3411,10106,10645,1141,3386,4016,7331,2612,1681,917,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
存货(万元),90198,77599,79240,72678,59388,64146,53906,44242,45355,44932,36592,46859,49769,38758,10495,14394,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),6724,8410,9965,9578,7799,6140,1429,--,--,--,6708,--,--,--,--,--,
流动资产合计(万元),255039,220047,182925,186979,149043,161329,144293,127600,139504,109551,119889,120259,--,112676,69470,51507,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),1500,1500,1500,1500,1500,1500,1500,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),524,528,539,548,560,573,594,1700,300,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),694,701,714,728,741,768,795,1051,1061,1071,1082,1090,--,1711,1774,--,
固定资产原值(万元),--,411469,402378,--,--,--,--,171577,168086,164470,159493,153210,--,132348,114953,104840,
累计折旧(万元),--,137688,122765,--,--,--,--,62945,60363,57565,54413,52769,--,45090,37939,32745,
