报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),7275,18660,26538,5071,5191,4093,3788,2951,1876,6222,2988,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),3330,4896,2140,1898,1617,575,1158,1177,1395,728,--,
应收账款(万元),10309,7037,9507,4810,5508,4302,4827,6005,4803,3464,3267,
预付款项(万元),1495,873,891,521,416,227,178,217,340,301,171,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应收款(万元),657,300,365,311,388,129,108,126,192,381,453,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
存货(万元),14601,14208,13833,13041,11484,11806,12946,13401,13304,10636,8761,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,
其他流动资产(万元),185,106,--,550,419,777,1307,1500,1677,1442,1042,
流动资产合计(万元),37851,46081,53273,26201,25024,21910,24311,25379,23586,23174,16682,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,
长期股权投资(万元),--,--,--,--,--,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产原值(万元),--,47858,--,41927,40338,31459,27961,27628,26324,22796,16364,
累计折旧(万元),--,15503,--,14159,12463,11069,8591,7386,6221,4069,2444,
固定资产净值(万元),--,32355,--,27768,27875,20390,19369,20242,20103,18727,13920,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),32306,32355,30919,27768,27875,20390,19369,20242,20103,18727,13920,
在建工程(万元),6242,1935,2178,4750,690,2792,183,74,20,857,3383,
工程物资(万元),4,--,--,--,--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,
无形资产(万元),6290,6331,6372,6330,6403,6478,6597,6666,6197,2214,2258,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,1,3,6,8,10,--,2,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),419,391,415,382,395,372,220,342,349,237,164,
其他非流动资产(万元),9415,3136,1179,904,708,1521,185,142,962,760,783,
非流动资产合计(万元),54676,44149,41063,40134,36072,31555,26560,27474,27641,22795,20510,
资产总计(万元),92526,90230,94336,66335,61095,53465,50871,52853,51227,45969,37192,
短期借款(万元),1000,2000,5800,6800,6800,4400,6000,8500,9500,8000,7000,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,50,--,--,200,550,100,
应付账款(万元),6587,6658,5330,4953,4416,3202,2576,3506,3585,4958,4641,
预收账款(万元),250,384,437,311,115,67,97,348,101,49,226,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,--,--,--,--,
应付职工薪酬(万元),1088,1011,897,1070,671,708,471,290,402,364,137,
应交税费(万元),1001,921,965,415,578,419,169,291,169,513,182,
应付利息(万元),0,3,10,10,9,7,12,49,19,16,17,
应付股利(万元),28,143,28,28,28,28,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,--,--,--,--,
其他应付款(万元),178,180,370,166,107,9,6,50,12,24,6243,
预提费用(万元),--,--,--,--,--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,--,--,--,--,
