报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),15040,20046,24500,14922,16720,19725,18626,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,944,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,30,--,56,
应收账款(万元),31321,28800,25986,25500,23443,18080,17460,
预付款项(万元),1652,1205,1270,999,1294,1892,1332,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),--,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),1284,5573,5180,1543,7324,40953,34060,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),15821,15487,16918,13164,12189,12498,10186,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),9757,981,4800,3668,1582,66,1128,
流动资产合计(万元),74875,72092,78654,59796,62582,93216,83793,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),4899,4899,4899,4899,4899,4613,3892,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),549,3796,3796,3683,3887,6924,6807,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,42716,31507,--,--,--,--,
累计折旧(万元),--,12587,11555,--,--,--,--,
固定资产净值(万元),--,30130,19952,--,--,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),29998,30130,19952,18996,17337,17381,16420,
在建工程(万元),4976,1788,302,444,417,139,391,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),8284,8326,4250,4297,2640,2703,2754,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),--,--,--,--,--,--,--,
长期待摊费用(万元),--,--,--,--,--,--,--,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),793,814,453,880,662,322,253,
其他非流动资产(万元),300,300,300,950,2632,650,550,
非流动资产合计(万元),49798,50052,33951,34150,32475,32733,31068,
资产总计(万元),124673,122145,112605,93945,95057,125948,114861,
短期借款(万元),--,--,1500,4907,14883,24431,32814,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,267,1825,346,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),963,1061,618,672,1024,1225,--,
应付账款(万元),31770,35469,35304,29920,30168,27976,25518,
预收账款(万元),776,633,756,1382,1948,1529,1198,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),2285,2305,4089,2419,2739,2593,2037,
应交税费(万元),770,694,1613,2155,1578,2036,465,
应付利息(万元),--,--,2,13,27,70,79,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),629,598,208,256,290,577,1044,
预提费用(万元),--,--,--,--,--,--,--,
预计流动负债(万元),--,--,--,--,--,--,--,
应付分保账款(万元),--,--,--,--,--,--,--,
保险合同准备金(万元),--,--,--,--,--,--,--,
代理买卖证券款(万元),--,--,--,--,--,--,--,
代理承销证券款(万元),--,--,--,--,--,--,--,
国际票证结算(万元),--,--,--,--,--,--,--,
国内票证结算(万元),--,--,--,--,--,--,--,
递延收益(万元),--,--,--,--,--,--,--,
应付短期债券(万元),--,--,--,--,--,--,--,
一年内到期的非流动负债(万元),--,--,--,--,--,14000,--,
其他流动负债(万元),--,--,--,--,--,--,--,
流动负债合计(万元),37192,40760,44089,41990,54483,74783,63155,
长期借款(万元),--,--,--,--,--,--,14000,
应付债券(万元),--,--,--,--,--,--,--,
长期应付款(万元),--,--,--,--,--,--,--,
专项应付款(万元),--,--,--,--,--,--,--,
预计非流动负债(万元),--,--,--,--,--,--,--,
长期递延收益(万元),3365,3389,1065,1067,--,--,--,
递延所得税负债(万元),--,--,--,--,--,--,145,
其他非流动负债(万元),--,--,--,--,--,--,--,
非流动负债合计(万元),3365,3389,1065,1067,0,0,14145,
负债合计(万元),40557,44149,45154,43057,54483,74783,77300,
实收资本(或股本)(万元),7500,7500,7500,7500,7500,6000,6000,
资本公积(万元),1315,1315,1315,1315,1315,1315,1315,
减:库存股(万元),--,--,--,--,--,--,--,
专项储备(万元),--,--,--,--,--,--,--,
盈余公积(万元),3750,3750,3750,3750,3750,3000,3000,
一般风险准备(万元),--,--,--,--,--,--,--,
未确定的投资损失(万元),--,--,--,--,--,--,--,
未分配利润(万元),68554,62563,52196,35869,25820,39096,25783,
拟分配现金股利(万元),--,--,--,--,--,--,--,
外币报表折算差额(万元),--,--,--,--,--,--,--,
归属于母公司股东权益合计(万元),81120,75128,64762,48434,38385,49411,36098,
少数股东权益(万元),2996,2868,2688,2455,2188,1754,1462,
所有者权益(或股东权益)合计(万元),84116,77996,67450,50889,40574,51165,37561,
负债和所有者权益(或股东权益)总计(万元),124673,122145,112605,93945,95057,125948,114861,		
  
