报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),64693,83061,59019,63318,28475,28652,22103,61790,38948,56426,31863,52260,43558,34365,23997,28551,29204,24263,21685,28340,17103,20044,30041,25500,24100,23036,22866,20982,23077,23231,26915,29150,47282,44019,24065,42004,67558,70721,81231,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
交易性金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,--,71,86,105,173,196,355,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收票据(万元),--,--,--,--,--,--,--,--,60,--,--,--,--,29,10,20,--,--,29,--,173,--,--,--,--,--,0,--,0,0,0,0,50,0,0,0,0,0,0,
应收账款(万元),55941,49483,50072,38013,46152,35206,32020,19883,25677,27037,23165,17287,20195,11265,9967,5034,8548,8862,8834,5020,8416,6784,7046,4836,8130,7912,5877,4606,7540,3380,11009,10080,6430,13596,16770,23404,13540,29876,2956,
预付款项(万元),6510,4552,6204,5834,5118,6282,4758,4147,5877,9299,10926,8882,9181,492,683,475,887,668,500,384,524,353,894,674,765,732,764,708,618,10792,1811,2648,28108,29341,43705,179862,180049,162677,137486,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收利息(万元),14,4,3,5,1,3,4,4,3,2,202,156,140,126,142,138,113,14,70,114,34,180,34,25,22,28,29,11,0,0,69,86,86,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,1191,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,607,--,--,--,698,0,--,786,1115,0,0,--,493,493,761,761,11,62,
其他应收款(万元),13943,13416,11810,9690,10804,11874,7933,8100,8862,8389,7535,6040,7405,2112,4735,997,982,7757,8765,8670,8592,7913,8191,9324,2768,2600,3773,2818,2441,29104,46876,45590,49378,63115,25541,38427,53170,126199,172459,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
存货(万元),12646,11942,11236,10531,11466,9346,17129,17750,14149,14249,6878,11490,14641,5714,5500,5211,5152,5143,4959,4736,3706,3147,3358,3089,3068,2818,2944,2722,2361,2124,2147,1802,4271,45741,30520,27247,23332,19696,30891,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
一年内到期的非流动资产(万元),17255,16653,18709,17725,10325,7736,6279,3027,2901,2854,67242,67200,2507,1491,1463,1436,1127,1111,1096,7081,2355,2641,2245,2237,1459,1433,1398,1374,1359,0,0,0,--,40000,0,0,0,0,0,
其他流动资产(万元),17097,19349,18980,22454,21513,29491,21481,21308,20664,20688,16769,23093,23187,8251,7400,2400,2400,10432,17463,23700,1200,1200,1200,1200,--,--,0,--,0,0,40000,40000,40000,0,40000,0,3500,27000,46000,
流动资产合计(万元),228383,247072,179232,170769,135045,128589,111707,139209,117142,138944,164580,186408,120814,63845,53897,44262,48414,58251,63400,78045,42103,42869,53009,46885,40312,39258,37650,33220,38182,69746,128827,129355,175605,236376,181180,311810,342084,436375,471440,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,--,--,--,--,3200,3200,3200,3200,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
长期应收款(万元),565937,563996,588313,580180,484534,472209,431743,408356,406876,382306,316950,284422,236413,115484,111574,110853,110839,120348,108355,102060,97507,90682,95598,91309,90938,84085,78817,67709,60217,8751,4202,2957,1526,353,0,0,0,0,0,
长期股权投资(万元),9893,10039,9865,10069,9919,11340,11462,11541,11725,12216,11919,11898,15807,3200,3200,3200,3200,3200,3200,3200,5236,5240,17294,17351,17131,16863,17155,17020,16558,16266,18810,17935,21785,19735,23492,10369,8417,82530,108237,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,0,--,0,0,0,0,0,0,
投资性房地产(万元),1051,1067,1084,1100,1116,1132,1148,1164,1180,1196,1213,1229,1245,--,--,--,--,800,811,822,834,845,856,867,879,890,901,912,907,957,991,1008,1024,1041,1058,1069,1092,1159,1226,
固定资产原值(万元),--,70447,--,67773,--,--,--,--,--,--,--,--,--,--,--,19203,--,--,--,19030,--,--,--,25714,--,--,0,27395,0,26951,0,0,28683,0,0,0,138699,154549,108665,
累计折旧(万元),--,34649,--,33292,--,--,--,--,--,--,--,--,--,--,--,4642,--,--,--,4126,--,--,--,8028,--,--,0,7699,0,6134,0,0,5621,0,0,0,25913,16397,7246,
固定资产净值(万元),--,35798,--,34482,--,--,--,--,--,--,--,--,--,--,--,14560,--,--,--,14905,--,--,--,17687,--,--,0,19697,0,20817,0,0,23062,0,0,0,112785,138152,101419,
