报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2006-12-31,2005-12-31,
货币资金(万元),61901,69957,39251,19715,37309,17006,20663,16976,26609,36092,16428,2998,7317,7767,9354,11863,14652,6886,8963,8627,11654,23214,16886,16466,13842,16622,21377,19853,25807,23299,18211,33286,31408,36465,39276,41455,47920,49761,44440,46556,3277,2832,770,989,1157,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
交易性金融资产(万元),--,102,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,13,--,--,24,-3,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收票据(万元),7949,4698,5693,8959,5744,5425,7785,2665,3984,5422,5267,3918,2502,2036,6756,5869,4138,1063,3913,5767,2799,206,4450,3912,2433,1246,3589,3272,2120,3937,144,410,98,82,0,10,5,--,12,205,203,250,0,10,31,
应收账款(万元),74133,73212,65023,51972,49121,43000,39199,39397,37789,40451,29328,27651,30638,23710,20152,21782,21942,28041,24576,28070,24857,24353,21844,21215,27209,21541,16648,14661,14975,17928,8145,12575,11356,12244,5494,7321,9770,11289,10115,8591,7606,7864,5032,6016,3516,
预付款项(万元),10061,6057,4031,4794,1834,3262,2255,2417,2323,2494,2263,2070,1789,3787,1763,2105,1181,2797,1541,4872,4621,5344,2866,3815,2347,2396,1455,2384,2072,4505,544,2456,2239,2560,676,1684,2198,1798,2139,3529,4412,4127,1974,2137,651,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
其他应收款(万元),2068,400,466,183,213,147,136,207,209,176,324,478,604,437,473,332,248,273,828,275,263,269,215,186,314,949,966,120,121,184,35,470,744,562,515,739,336,197,324,192,189,190,59,66,44,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
存货(万元),72668,61953,56583,56364,53289,46738,41211,43810,45143,39805,41421,40769,36380,39175,37900,36103,36203,34344,33082,28283,30812,31738,27624,24357,24411,24595,23502,26043,26109,21707,9620,6887,7198,7558,9924,7915,6493,6647,7032,7126,5769,6454,7266,4150,2393,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
其他流动资产(万元),25962,11988,11721,4132,2410,2464,3033,4224,4275,3963,4067,--,--,--,--,--,--,1000,2000,1500,2000,--,2000,5000,5000,3000,2000,3000,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
流动资产合计(万元),254742,228365,182768,146118,149919,118042,114282,109696,120333,128404,99098,77882,79230,76912,76399,78053,78366,74405,74902,77394,77018,85123,75884,74976,75554,70349,69536,69333,71204,71560,36700,56085,53043,59472,55884,59124,66722,69691,64062,66200,21457,21717,15101,13368,7793,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
可供出售金融资产(万元),1,1,1,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,0,--,0,0,0,0,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,500,--,--,0,0,0,0,
长期应收款(万元),576,654,654,719,719,199,199,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
长期股权投资(万元),4693,2194,2017,9872,1680,1564,1525,1503,1474,1421,1449,1454,1450,1500,1666,1693,1754,1824,1865,2168,1625,1860,1968,1991,2001,2115,2183,2203,2166,2058,2154,931,1015,1083,1195,--,0,--,--,--,--,0,0,0,0,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,--,
投资性房地产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,0,0,0,0,
固定资产原值(万元),261763,--,245936,--,198908,--,181365,--,170777,--,156811,--,129285,--,117881,--,118391,--,85073,--,81076,--,67833,--,66973,--,56385,--,45315,--,24743,--,24245,--,21790,--,14337,--,12496,--,11003,--,9443,7851,--,
累计折旧(万元),75113,--,65154,--,56057,--,48265,--,44246,--,38527,--,34696,--,30027,--,30588,--,27445,--,26067,--,23721,--,22951,--,21302,--,19974,--,6609,--,5433,--,4447,--,3828,--,3341,--,2904,--,2538,1982,--,
固定资产净值(万元),186651,--,180782,--,142851,--,133100,--,126530,--,118284,--,94589,--,87854,--,87803,--,57628,--,55009,--,44112,--,44022,--,35083,--,25341,--,18134,--,18813,--,17343,--,10509,--,9155,--,8099,--,6905,5869,--,
