报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),23393,23207,25104,22322,18192,19359,14914,18566,16563,29860,34267,21905,24560,24912,28012,27111,22589,23555,13993,12940,22596,15413,19975,8187,10176,13521,17743,26176,12409,15702,9107,8660,22403,28090,23222,18046,24700,32209,95239,81782,41618,19960,13503,20231,32084,31432,29203,34830,27305,34904,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
交易性金融资产(万元),2227,4294,3445,4522,4397,4099,4197,4500,3882,3736,3677,3364,3336,2939,3981,4763,1834,642,2220,1299,1124,1093,1005,1005,1179,1178,1258,2073,1448,1192,8668,17257,17889,17664,18492,8325,11068,12639,7117,9195,1074,5095,5486,4410,5697,7413,8802,9919,1573,2083,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收票据(万元),1790,941,785,617,1652,5369,5208,2990,6107,5203,5865,5463,6245,8044,7849,3460,5965,2746,10008,5258,2878,5332,1898,8581,7494,9193,6759,2794,4115,3896,3876,2638,2183,1136,673,946,1520,1060,1419,2431,1756,1496,9917,8544,4334,855,1157,498,258,477,
应收账款(万元),4077,5567,6559,5922,5669,4075,2015,1655,7425,2233,3474,3500,3510,2723,7519,8563,9542,9472,9471,9997,5789,1043,1210,1271,2700,961,1138,1175,2173,1012,1622,2073,1322,2069,1194,1469,2244,2314,613,508,1331,2002,2417,1675,1903,735,567,615,1165,729,
预付款项(万元),7452,3950,7297,12306,8605,11235,17495,11713,10203,9894,6447,7582,9534,13491,18482,20052,12121,15855,10162,10447,7926,9730,7711,6722,4506,4208,6438,1977,3369,2116,2840,2616,3994,2159,4337,2265,3863,3850,8161,6595,2403,6224,4277,3421,4988,4023,5904,3544,4925,5191,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,0,0,--,0,
