报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),137131,156445,133025,111103,119773,102476,72759,63417,89514,117591,89197,51907,66113,83274,71731,57161,66571,110524,61604,78318,90397,135004,103247,103167,111474,135572,104083,110521,101240,110492,101053,95961,99974,118271,91744,96211,92338,89187,89398,89558,92432,84355,74624,70985,70606,70019,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
交易性金融资产(万元),--,--,--,26345,5000,7350,9385,9700,--,--,--,7000,2000,--,10000,25906,22435,5000,--,--,--,--,1,--,8,--,16928,--,302,55,65,42,112,78,34,0,20,20,20,--,87,0,937,381,542,509,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收票据(万元),4843,7591,5150,5496,3342,3105,2746,2219,1953,2595,4415,7486,5414,3657,2560,7633,1446,3268,2875,3074,3539,3001,2885,2864,2993,4972,3998,3924,5412,5812,4570,4874,3705,4293,5321,4357,2898,3754,4725,5969,4133,4623,2197,2393,2389,2669,
应收账款(万元),198815,185021,213891,76703,87817,87027,89175,84477,81202,70750,55265,49359,50116,38862,43961,46662,52987,32004,35440,37632,33791,23601,45404,37891,36923,23901,39635,35633,43570,29031,45831,32705,37765,25016,33974,24924,33700,21738,26791,25646,27443,21794,30143,31228,27649,20867,
预付款项(万元),36843,31870,42596,36399,36894,25383,40089,42276,39660,35196,36546,34990,32221,24801,35303,33614,36179,23962,30593,31479,30146,19355,25528,20826,19271,14071,15692,9196,7209,6209,7230,5282,5740,4965,7171,7696,3617,1402,2192,2911,1947,2284,1558,2830,980,3171,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,0,0,
应收股利(万元),--,--,--,149,120,--,--,125,--,204,6750,6865,158,158,228,453,741,741,54,54,54,54,1528,2528,2528,2528,264,116,116,576,950,448,1876,338,441,483,222,222,252,462,30,30,--,--,210,0,
其他应收款(万元),37516,55469,22853,26691,20756,22078,20624,22319,13759,22992,17025,20446,14690,26950,18387,15350,21593,16093,15686,16587,14865,18198,10600,12613,8310,9246,9727,7669,7772,13445,9000,10586,7176,6387,6291,5948,5592,7662,5620,6710,5957,8467,6231,6751,7705,9857,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,--,--,0,
