报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,
货币资金(万元),82577,75389,75940,74468,65449,12615,10211,
结算备付金(万元),--,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,
交易性金融资产(万元),--,--,--,--,--,--,--,
衍生金融资产(万元),--,--,--,--,--,--,--,
应收票据(万元),--,--,--,--,--,--,--,
应收账款(万元),14664,14208,16665,12561,7065,5824,3145,
预付款项(万元),4484,2716,2582,2362,2705,989,676,
应收保费(万元),--,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,
应收利息(万元),12,--,--,--,--,--,--,
应收股利(万元),--,--,--,--,--,--,--,
其他应收款(万元),257,264,333,389,238,657,3434,
应收出口退税(万元), --,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,
存货(万元),792,750,303,547,397,--,--,
待摊费用(万元),--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,
其他流动资产(万元),21306,10082,147,90,160,85,--,
流动资产合计(万元),124091,103410,95970,90417,76014,20171,17465,
发放贷款及垫款(万元),--,--,--,--,--,--,--,
可供出售金融资产(万元),1315,1315,5,5,20,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,
长期股权投资(万元),2543,2574,2717,2793,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,
投资性房地产(万元),--,--,--,--,--,--,--,
固定资产原值(万元),--,--,3589,3107,2548,1959,--,
累计折旧(万元),--,--,2225,2056,1426,819,--,
固定资产净值(万元),--,--,1364,1051,1122,1140,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,
固定资产(万元),1475,1390,1364,1051,1122,1140,659,
在建工程(万元),--,--,--,--,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,
无形资产(万元),2134,2287,2606,2373,1681,2368,677,
开发支出(万元),--,--,--,--,--,--,--,
商誉(万元),398,398,398,398,398,--,--,
长期待摊费用(万元),230,220,116,140,239,260,93,
股权分置流通权(万元),--,--,--,--,--,--,--,
递延所得税资产(万元),73,95,115,103,23,31,21,
其他非流动资产(万元),80,144,80,80,--,--,--,
非流动资产合计(万元),8248,8423,7401,6943,3483,3800,1450,
资产总计(万元),132339,111833,103371,97360,79498,23971,18915,
短期借款(万元),--,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,
吸收存款及同业存放(万元),--,--,--,--,--,--,--,
拆入资金(万元),--,--,--,--,--,--,--,
交易性金融负债(万元),--,--,--,--,--,--,--,
衍生金融负债(万元),--,--,--,--,--,--,--,
应付票据(万元),--,--,--,--,--,--,--,
应付账款(万元),20066,18178,15124,13457,6794,4321,2069,
预收账款(万元),113,176,13,13,--,--,--,
卖出回购金融资产款(万元),--,--,--,--,--,--,--,
应付手续费及佣金(万元),--,--,--,--,--,--,--,
应付职工薪酬(万元),2181,1892,1656,2605,1620,1142,726,
应交税费(万元),668,943,1008,824,1466,1036,582,
应付利息(万元),--,--,--,--,--,--,--,
应付股利(万元),--,--,--,--,--,--,--,
其他应交款(万元),--,--,--,--,--,--,--,
应付保证金(万元),--,--,--,--,--,--,--,
内部应付款(万元),--,--,--,--,--,--,--,
其他应付款(万元),777,17,111,77,93,9,--,
