报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
货币资金(万元),24449,30471,27704,38715,34872,43369,44929,68652,68456,72190,74460,72513,69548,74839,69737,72092,63953,70025,71232,73134,75440,75913,72392,74210,73748,79510,78443,14624,11434,13555,6718,3577,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
交易性金融资产(万元),3000,--,4517,4517,--,--,--,--,--,--,--,--,--,--,3000,3000,--,--,--,--,--,--,--,--,--,0,--,--,--,--,276,546,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收票据(万元),812,1339,1008,735,835,623,759,326,80,127,85,52,320,247,203,112,237,161,250,188,112,50,19,--,50,0,--,--,--,--,--,--,
应收账款(万元),8907,16350,17228,17576,7755,8633,7305,6700,382,214,530,219,233,237,543,268,303,503,282,266,399,483,248,460,756,580,392,164,274,86,25,46,
预付款项(万元),2400,1540,1414,2068,2366,2502,4361,1430,333,506,576,408,646,562,886,867,953,730,820,429,510,554,985,218,338,312,521,274,442,218,428,517,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
应收利息(万元),--,321,31,28,43,431,103,103,45,45,136,137,680,709,805,253,474,581,369,287,224,128,459,366,171,147,70,127,87,94,73,60,
应收股利(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
其他应收款(万元),3457,1748,1812,1578,908,1460,1100,796,237,323,1307,1315,303,289,332,519,588,396,461,398,182,200,158,152,291,232,241,285,277,229,3149,2896,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
存货(万元),14644,17631,18209,17402,17912,16167,14662,12797,4427,4303,4392,4557,4755,4781,4545,3815,4192,3688,3383,3154,3635,3362,2950,2781,3156,3168,3286,3050,3268,2322,378,515,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
一年内到期的非流动资产(万元),--,--,--,--,--,--,--,3,--,--,--,--,--,--,--,--,--,--,--,--,1,11,24,38,--,0,--,--,--,--,--,--,
其他流动资产(万元),20559,18907,22894,16954,16290,16350,17162,15372,10012,4172,552,3532,3485,5,10005,10006,18000,13000,11500,11001,7000,5000,5000,5000,--,0,--,--,--,--,1,3,
流动资产合计(万元),78228,88306,94817,99572,80981,89535,90381,106180,83971,81881,82037,82733,79970,81668,90057,90934,88700,89084,88296,88857,87504,85702,82237,83223,78510,83948,82954,18524,15783,16503,11049,8158,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
可供出售金融资产(万元),--,7386,13908,13908,407,407,407,407,400,400,400,400,400,400,--,--,--,--,--,--,--,--,--,--,3000,0,--,--,--,--,--,--,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
长期应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
长期股权投资(万元),14233,6908,7006,7089,18920,11288,11104,11237,10827,10782,10734,10513,10303,8170,--,--,--,--,34,34,--,--,--,--,--,0,--,--,--,--,--,--,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
投资性房地产(万元),4445,4473,4499,4526,4553,4580,4606,4633,4660,4687,4713,4740,363,367,370,374,377,381,384,388,392,395,399,402,405,1264,1273,1282,1291,40,45,50,
固定资产原值(万元),--,38958,--,39084,--,34131,--,33573,--,13364,--,13352,--,17546,--,16892,--,6529,--,6370,--,5802,--,5692,--,4755,--,4510,4504,1487,--,--,
累计折旧(万元),--,12658,--,11614,--,10564,--,9094,--,3094,--,2747,--,2416,--,1999,--,1772,--,1536,--,1358,--,1183,--,1003,--,861,796,627,--,--,
固定资产净值(万元),--,26300,--,27469,--,23566,--,24479,--,10270,--,10605,--,15130,--,14893,--,4757,--,4833,--,4445,--,4510,--,3752,--,3649,3707,860,--,--,
固定资产减值准备(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
固定资产(万元),25079,26300,26666,27469,23149,23566,23520,24479,10107,10270,10435,10605,14959,15130,15192,14893,4875,4757,4767,4833,4800,4445,4449,4510,4459,3752,3622,3649,3707,860,666,702,
在建工程(万元),7074,5794,3504,1409,2583,1580,1567,1402,5083,4134,3085,2101,979,423,529,694,8810,8639,8112,6947,6287,5759,5101,3890,2918,197,188,180,109,--,--,--,
工程物资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
固定资产清理(万元),--,--,--,--,--,-7,-7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
生产性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
公益性生物资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
油气资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
无形资产(万元),6080,6750,6855,6926,6406,6584,6544,6624,3737,3762,3787,3806,4033,4059,4085,4111,4138,2616,2626,2644,1115,1126,1137,1141,1134,1052,1061,1071,1036,16,21,1,
开发支出(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
商誉(万元),61693,65139,65139,65139,73274,73274,73236,73274,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
长期待摊费用(万元),182,270,259,270,215,240,234,277,262,305,345,390,432,443,137,144,162,146,162,151,158,173,159,107,168,191,214,237,260,283,187,165,
股权分置流通权(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
递延所得税资产(万元),571,712,921,903,682,766,814,812,238,218,196,191,188,167,68,63,99,99,83,84,99,99,93,93,92,88,45,51,51,134,104,145,
其他非流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
非流动资产合计(万元),126742,123732,128757,127639,130189,122278,122026,123146,35314,34558,33696,32746,31657,29158,20381,20279,18461,16639,16168,15081,12850,11996,11338,10143,12176,6543,6404,6470,6454,1333,1024,1063,
资产总计(万元),204970,212038,223573,227211,211169,211812,212407,229325,119285,116439,115733,115479,111627,110826,110438,111213,107161,105723,104464,103939,100354,97699,93575,93366,90686,90491,89358,24994,22237,17835,12073,9222,
短期借款(万元),--,477,477,477,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
向中央银行借款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,
