报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,
货币资金(万元),1147126,780469,757616,862350,906324,852829,822143,413493,294827,393307,228068,228046,227109,202310,119154,173952,156467,197908,176018,155030,124923,156386,187946,165107,166908,181716,136322,156071,211729,134862,138208,124238,111989,110432,107766,116935,89839,102471,98017,86142,84500,75612,75052,65109,55278,70177,48149,57891,64675,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,3850,0,0,0,0,0,0,0,0,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
交易性金融资产(万元),1593,2053,2078,2090,873,883,659,722,602,591,628,643,659,535,702,673,642,956,1057,1086,1134,916,1148,1388,5932,4812,4528,4876,4434,4047,5661,5882,5787,5296,4630,5221,4889,5021,6217,0,22839,31555,46289,80836,93711,86696,52614,38052,18810,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,0,
应收票据(万元),134108,--,--,142439,152089,113266,105765,108700,78967,67217,66287,70331,67700,64714,59706,58535,58075,54956,50665,61282,51281,42448,40863,37254,36601,36180,32405,33581,39800,38235,40059,44121,40717,41853,35127,44833,69207,40678,27497,18218,25846,15784,18719,16795,15250,9985,7269,9194,7834,
应收账款(万元),188074,--,--,206913,186695,232143,229049,206220,199086,217541,218234,178634,172188,193431,180977,176721,155976,171536,159258,149430,151654,129366,130882,121352,109260,115335,105390,96418,88791,92871,88665,91723,78074,78983,69240,62655,54502,72622,68599,58615,50582,58639,56586,55088,45027,46601,45908,44356,37315,
预付款项(万元),25504,24983,24800,23114,19539,25983,27069,24354,16005,24068,20724,25268,18883,25828,31679,32111,27103,32442,32047,40216,30305,30803,28981,45205,31550,45010,51053,38439,52354,36825,25056,19299,20033,35988,32066,19273,17900,14679,11110,11478,10224,19962,20838,17988,13656,23397,17779,17694,22008,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收利息(万元),626,--,--,--,595,813,--,136,53,139,59,146,64,190,109,464,391,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,83,62,41,0,0,0,0,0,0,0,0,
应收股利(万元),--,--,--,--,--,--,456,--,--,--,3915,1470,1470,--,464,-2,--,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,11,13,11,14,14,14,14,14,0,0,0,0,0,0,0,0,
其他应收款(万元),--,21722,16525,18232,16840,24042,9821,7951,6180,8745,7662,10265,8403,8953,8659,8882,5842,6874,7401,6987,4824,12398,10149,12237,10875,8517,8097,5297,4940,5585,4980,4479,5317,5212,4643,4155,3032,4015,3725,4079,4086,7813,8925,6941,7200,9344,9415,25558,28897,
应收出口退税(万元), --,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收补贴款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
应收保证金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,0,
内部应收款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,0,
买入返售金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
存货(万元),141083,137262,141772,144844,135556,140675,137571,141097,141882,139800,136751,133664,131224,127031,123275,114725,109952,111407,108601,100260,91488,97276,89476,83456,77917,72064,70284,62756,62662,69145,65233,61778,64968,64658,61188,57639,50907,44262,48066,46318,51374,55976,48582,48070,49281,43114,37246,39465,37186,
待摊费用(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
待处理流动资产损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,0,
一年内到期的非流动资产(万元),1087,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
其他流动资产(万元),12110,13237,12334,10687,13555,31333,28811,39550,81255,0,0,--,--,--,--,1,--,--,--,--,--,25,28,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
流动资产合计(万元),1657501,1328509,1302466,1410669,1432066,1421967,1364716,942223,818857,851407,682329,648467,627700,622992,524724,566062,514447,576093,535059,514304,455619,469631,489486,466011,439056,463647,408093,397450,464722,381583,367876,351533,326897,342434,314674,310723,290289,283762,263328,228776,249507,265341,274990,290826,279403,289313,218380,232209,216726,
发放贷款及垫款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产(万元),--,--,--,--,116074,136508,136049,140989,107040,118974,108962,74395,74954,75985,76921,59394,56132,57693,494,986,1004,1055,983,1107,1061,16349,16385,16369,16322,16278,16454,16520,16548,16558,15539,15693,15782,15806,15691,15371,15269,15296,15501,15822,20349,19645,29558,8262,5477,
持有至到期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期应收款(万元),2030,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
长期股权投资(万元),47671,44641,39398,37584,37056,36958,36499,38669,38312,37870,37922,56734,34403,35691,31913,29597,29180,28654,80239,70485,70192,69917,69407,69439,68804,34622,34520,62222,25275,27393,19615,19880,20437,20625,18361,18392,19119,18520,22409,27473,28024,28804,25833,29836,29909,29999,30242,30031,31652,
其他长期投资(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,--,0,
投资性房地产(万元),805,874,944,1013,1083,1153,1222,1292,1361,1431,1501,1570,1640,1709,1779,1849,1918,1988,2057,2127,2196,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,
固定资产原值(万元),793608,--,779412,--,774736,--,756817,--,779592,--,767148,--,741784,--,684841,--,673279,--,585515,--,547315,--,455096,--,446713,--,513392,--,431028,--,393628,--,361587,--,310758,--,307234,0,290757,0,289500,0,286755,0,277921,0,248741,--,218016,
累计折旧(万元),376136,--,356904,--,338310,--,328028,--,334419,--,315388,--,291300,--,273007,--,254945,--,237424,--,220545,--,213635,--,199753,--,227604,--,175106,--,163429,--,152042,--,145218,--,136523,0,128412,0,119997,0,112212,0,101170,0,92731,--,86865,
固定资产净值(万元),417472,--,422508,--,436427,--,428789,--,445174,--,451760,--,450484,--,411835,--,418334,--,348091,--,326769,--,241462,--,246959,--,285788,--,255921,--,230199,--,209545,--,165540,--,170711,0,162345,0,169504,0,174543,0,176751,0,156010,--,131152,
固定资产减值准备(万元),15289,--,11957,--,12145,--,9140,--,12134,--,12280,--,11971,--,11797,--,11796,--,11733,--,11759,--,9822,--,9840,--,8034,--,8121,--,6638,--,7079,--,7245,--,7251,0,4574,0,3712,0,4203,0,3975,0,3791,--,4764,
