报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,
货币资金(万元),30378,24920,27432,22327,23641,44358,29913,35096,41999,45888,49238,50720,31325,86999,36766,70481,35974,87647,29144,32003,30617,43352,75085,74504,77303,87487,70477,70458,70377,76620,63765,66755,69488,74519,63822,64414,62480,65702,59518,74777,69224,69713,59973,62043,68965,79425,18964,4159,
结算备付金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
拆出资金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
交易性金融资产(万元),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,7,11,12,15,0,15,0,--,4,--,--,35,54,--,0,
衍生金融资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
应收票据(万元),827,2714,2081,895,1091,729,345,1109,830,844,374,1108,381,465,102,310,313,637,167,760,419,972,390,524,696,655,81,179,447,627,557,597,669,79,970,418,184,165,57,60,1200,220,340,280,456,383,151,7,
应收账款(万元),77044,35845,83966,59092,58370,26422,85462,63168,66633,38639,60249,45073,37331,28219,59119,50673,36263,23520,62020,54341,44494,37003,46315,33377,35576,26419,43983,33824,36437,31752,52169,37588,40860,26706,45271,38170,41881,34056,56727,36403,35102,29786,47020,31328,36643,20823,27249,22315,
预付款项(万元),5740,5922,11045,9657,10082,9568,12661,10157,9767,14318,8196,9211,8403,10063,13935,12543,9653,10998,10340,9017,10229,10997,10406,7922,4467,4215,2482,2068,2630,1750,2418,2199,2592,2562,1843,1531,1794,1509,2030,2935,2264,2674,1540,2593,2595,2110,1069,1147,
应收保费(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
应收分保账款(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
应收分保合同准备金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,--,--,--,--,--,--,--,0,
应收利息(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,--,--,--,--,197,22,132,63,28,55,41,243,162,355,278,20,141,319,117,311,112,316,6,354,130,689,11,725,--,--,--,0,
